id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV,ENV,,,ENV_RELEVANT,OK,"ENV_RELEVANT, ROLE_FIELD","run1:ENV_RELEVANT,ROLE_FIELD",True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=True | 논문은 메갈리아라는 온라인 커뮤니티 자체를 분석 대상으로 삼아 그 정체성·갈등 형성을 다루며, 익명성 수준이라는 구조적 조건을 비교·분석하고 커뮤니티의 생애과정까지 논의한다","[ENV] 세부 코드 감사는 생략하고, division 단계의 env_relevant 판단만 표시함 | [ROLE] 이 논문은 메갈리아라는 온라인 커뮤니티 자체의 구조적 조건(완전·부분 익명성)과 그에 따른 정체성·갈등 형성을 분석 대상으로 삼으며, 이는 오프라인에서는 대응되는 현상이 없어 FIELD 판정에 해당한다"
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 자전거 커뮤니티의 상호작용 의례와 그 사회적 역할을 분석하지만, 회원제·운영방식·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 온라인 자전거 커뮤니티 내부의 의례, 규범, 정서적 상호작용 등을 분석하여 커뮤니티 자체가 수행하는 역할과 구조를 조명하고 있다. 이는 온라인 커뮤니티라는 공간 자체를 연구 대상으로 삼는 FIELD에 해당한다."
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 두 온라인 커뮤니티를 대상으로 제도(재생산)와 사회적 자본의 관계를 분석해 커뮤니티 자체의 역할을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교·분석은 다루지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 자체의 제도(재생산)와 그 안에서 사회적 자본이 어떻게 작용하는지를 분석 대상으로 삼아, 커뮤니티라는 공간의 역할을 규명하고 있다. 이는 오프라인에서 동일하게 측정·검증할 수 없는 온라인 고유의 구조적 조건을 다루므로 FIELD에 해당한다."
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 더쿠라는 온라인 커뮤니티를 분석 대상으로 삼아 젠더 갈등과 정체성 재구성 과정을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 더쿠라는 여성 온라인 커뮤니티 내부에서 일어나는 사회적 드라마와 정체성 재구성 과정을 분석하며, 이는 온라인 커뮤니티라는 공간 자체가 갈등과 정체성 형성에 어떤 역할을 하는지를 밝히는 연구이므로 FIELD에 해당한다."
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 2030 남성들의 온라인 커뮤니티를 분석 대상으로 삼아 그 사회적 역할과 영향력을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 내에서 발생하는 결집력·전략·메아리방 효과 등을 분석함으로써, 온라인 커뮤니티라는 공간 자체가 젠더 갈등과 정치적 동원에 어떻게 작용하는지를 조명한다. 이는 오프라인에서 동일하게 재현될 수 없는 온라인 커뮤니티의 구조적·사회적 역할을 분석하는 것이므로 FIELD에 해당한다."
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 맘카페라는 온라인 커뮤니티를 분석 대상으로 삼아 그 역할을 강조하지만, 회원제·운영방식·익명성 등 구조적·환경적 조건에 대한 비교·분석은 하지 않는다","[ROLE] 논문은 모성의 의료화 현상을 설명하기 위해 온라인 커뮤니티 자체가 어떻게 새로운 용어와 지식을 생산하는 공간(장)으로 작동하는지를 분석하고 있으며, 이는 온라인 커뮤니티라는 공간 자체의 역할을 조명하는 FIELD에 해당한다."
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_WINDOW,run1:ROLE_WINDOW,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 11개 온라인 커뮤니티의 혐오 게시글을 분석해 사회·정치 현상의 사례로 활용하지만, 회원제·운영방식·생애주기·익명성 등 환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 온라인 커뮤니티에서 나타나는 혐오 키워드 결합이라는 현상을 분석 대상으로 삼고, 온라인 커뮤니티는 그 현상을 보여주는 사례일 뿐이며, 커뮤니티 자체의 구조적 역할을 탐구하지 않는다."
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 교회의 온라인 신앙생활 인식 변화를 논의하지만, 구체적인 온라인 커뮤니티 자체를 분석하거나 그 역할·환경을 비교·분석하지 않는다","논문은 교회의 온라인 신앙생활 인식 변화를 논의하지만, 구체적인 온라인 커뮤니티 자체를 분석하거나 그 역할·환경을 비교·분석하지 않는다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 커뮤니티 활동이 사회적 자본과 삶의 만족도에 미치는 영향을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건에 대한 비교는 다루지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 자체가 사회적 자본을 형성하고 삶의 만족도에 미치는 역할을 분석하고 있으며, 이러한 효과는 온라인 커뮤니티라는 고유한 구조적 조건에 의존한다. 따라서 온라인 커뮤니티라는 공간 자체를 연구 대상으로 하는 FIELD에 해당한다."
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램 개발에 초점을 두고 온라인 커뮤니티는 운영 수단으로만 언급되며, 커뮤니티 자체를 분석하거나 역할·환경을 조명하지 않는다","논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램 개발에 초점을 두고 온라인 커뮤니티는 운영 수단으로만 언급되며, 커뮤니티 자체를 분석하거나 역할·환경을 조명하지 않는다"
24,성별영향평가를 통한 김포한강신도시의 여성친화도시 계획수립에 관한 연구,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 여성친화 도시 계획과 성별 영향 평가를 다루며, 온라인 커뮤니티는 연구 대상이나 분석 요소로 전혀 언급되지 않는다","논문은 여성친화 도시 계획과 성별 영향 평가를 다루며, 온라인 커뮤니티는 연구 대상이나 분석 요소로 전혀 언급되지 않는다"
25,넷노그래피를 활용한 성경의 핵심어 네트워크 분석,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 성경 텍스트 분석과 네트워크 분석을 주제로 하며, 온라인 커뮤니티는 연구 방법(넷노그래피)으로만 언급되고 실제 커뮤니티 자체를 분석 대상으로 삼지 않는다","논문은 성경 텍스트 분석과 네트워크 분석을 주제로 하며, 온라인 커뮤니티는 연구 방법(넷노그래피)으로만 언급되고 실제 커뮤니티 자체를 분석 대상으로 삼지 않는다"
26,온라인 커뮤니티의 신뢰형성이 구매의도에 미치는 영향,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 커뮤니티를 신뢰 형성 및 구매 의도에 미치는 역할을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교는 다루지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 내부의 명성, 실재감, 즐거움 등 구조적 요인이 신뢰와 구매 의도에 미치는 영향을 분석하며, 이는 온라인 커뮤니티라는 공간 자체의 역할을 탐구하는 것이므로 FIELD에 해당한다."
27,사용자간 상호작용성(User-to-User Interactivity)의 측정을 위한 척도 개발과 검증:온라인 브랜드 커뮤니티를 대상으로,FIELD,FIELD,,,ROLE_FIELD,ERR,,run1:없음,True,1/1,run1:없음,False,False,False,"has_community=True role_relevant=False env_relevant=False | 논문은 사용자간 상호작용성 척도 개발에 초점을 맞추고 있으며, 온라인 커뮤니티 자체의 역할이나 구조·환경적 조건을 비교·분석하지 않는다","논문은 사용자간 상호작용성 척도 개발에 초점을 맞추고 있으며, 온라인 커뮤니티 자체의 역할이나 구조·환경적 조건을 비교·분석하지 않는다"
28,장애대학생의 개인심리 변인에 따른 역량 영향,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 장애학생을 모집하기 위한 수단으로 온라인 커뮤니티를 언급하지만, 커뮤니티 자체를 분석 대상이나 역할·환경 요인으로 다루지 않는다","논문은 장애학생을 모집하기 위한 수단으로 온라인 커뮤니티를 언급하지만, 커뮤니티 자체를 분석 대상이나 역할·환경 요인으로 다루지 않는다"
29,‘엄마표 영어’담론 분석:토픽모델링과 감성분석의 적용,WINDOW,WINDOW,,,ROLE_WINDOW,ERR,,run1:없음,True,1/1,run1:없음,False,False,False,"has_community=True role_relevant=False env_relevant=False | 논문은 온라인 육아 커뮤니티를 데이터 원천으로 활용해 담론을 분석하지만, 커뮤니티의 사회적 역할이나 구조·운영 조건을 비교·분석하지 않는다","논문은 온라인 육아 커뮤니티를 데이터 원천으로 활용해 담론을 분석하지만, 커뮤니티의 사회적 역할이나 구조·운영 조건을 비교·분석하지 않는다"
30,온라인 탐구환경에서의 학습경험: 효과적인 탐구학습 설계를 위한 시사,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 온라인 교육 설계와 학습 경험을 다루며, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 삼지 않는다","논문은 온라인 교육 설계와 학습 경험을 다루며, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 삼지 않는다"
