id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
11,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티를 분석 대상으로 삼아 팬덤의 사회적·윤리적 역할을 조명하지만, 회원제·운영방식·익명성 등 구조적·환경적 조건의 비교·분석은 다루지 않는다","[ROLE] 연구는 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티 자체를 분석 대상으로 삼아, 그 안에서 팬덤이 윤리적 주체화와 감정 정치, 신자유주의적 통치성을 어떻게 형성하고 작동하는지를 탐구한다. 이는 온라인 커뮤니티라는 공간 자체의 역할과 구조를 밝히는 것이며, 오프라인에서 동일한 현상을 재현할 수 없는 질문을 제기하므로 FIELD에 해당한다."
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 디시인사이드 정치토론 게시판이라는 온라인 커뮤니티를 사례로 정치참여 현상을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교·분석은 다루지 않는다","[ROLE] 논문은 온라인 커뮤니티(디시인사이드 정치토론 게시판) 자체가 정치참여에 미치는 역할과 구조적 특성을 분석하고 있으며, 이는 온라인 공간이 사회에서 수행하는 기능을 조명하는 것이므로 FIELD에 해당한다."
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ETC,ETC,,,ROLE_ETC,OK,"ENV_ONLINE_ANNONIMITY, ROLE_FIELD","run1:ENV_ONLINE_ANNONIMITY,ROLE_FIELD",True,0/1,run1:ENV_COMMUNITY_LIFECYCLE,False,False,False,"has_community=True role_relevant=True env_relevant=True | 논문은 메갈리아라는 온라인 커뮤니티를 분석 대상으로 삼으며, 커뮤니티가 정체성을 형성하고 갈등을 일으키는 사회적 역할을 조명하고, 익명성 수준이라는 구조적 여건을 비교·분석한다","[ROLE] 이 논문은 온라인 커뮤니티인 메갈리아의 구조적 조건(익명성 수준)이 담론과 정체성 형성에 미치는 영향을 분석하고 있으며, 이러한 구조적 요인은 오프라인에 대응물이 없으므로 온라인 커뮤니티 자체의 역할을 조명하는 FIELD에 해당한다. | [ENV] 연구는 익명성 수준과 커뮤니티 생애주기(성장·쇠퇴)를 비교·분석하므로 ENV_ONLINE_ANNONIMITY와 ENV_COMMUNITY_LIFECYCLE 코드가 부여된다."
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 자전거 커뮤니티의 상호작용 의례와 그 사회적 기능을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 온라인 자전거 커뮤니티 내부에서 이루어지는 의례와 상호작용 과정을 분석하여, 그 공간 자체가 어떻게 사회적 역할과 정체성을 형성하는지를 탐구한다. 이는 온라인 커뮤니티라는 공간 자체의 역할을 조명하는 FIELD에 해당한다."
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 두 온라인 커뮤니티를 대상으로 사회적 자본이 제도(재생산)에 미치는 영향을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교는 다루지 않는다",[ROLE] 논문은 온라인 커뮤니티라는 공간 자체의 제도(재생산)와 그 안에서 작동하는 사회적 자본 구조를 분석 대상으로 삼고 있다. 이는 오프라인에서 동일하게 측정·재현하기 어려운 온라인 커뮤니티 고유의 구조적 조건에 초점을 맞추므로 FIELD에 해당한다.
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 더쿠라는 온라인 커뮤니티를 분석 대상으로 삼아 여성 갈등의 사회적 드라마와 정체성 재구성을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 특정 온라인 커뮤니티(더쿠) 내부에서 일어나는 감정동학과 사회적 드라마 구조를 분석하며, 커뮤니티 자체의 상호작용·구조·역할을 조명하고 있다. 이는 오프라인에서 동일하게 재현할 수 없는 온라인 커뮤니티 고유의 현상이므로 FIELD에 해당한다."
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 2030 남성들의 온라인 커뮤니티를 분석 대상으로 삼아 사회적·정치적 역할을 조명하지만, 회원제·운영방식·생애주기·익명성 등 환경적 조건의 비교·분석은 다루지 않는다","[ROLE] 논문은 온라인 커뮤니티 자체가 어떻게 성별 갈등을 촉진하고 구조적 역할을 수행하는지를 분석하고 있으며, 이는 오프라인에서는 동일하게 검증할 수 없는 온라인 공간의 구조와 메커니즘에 초점을 맞추고 있기 때문에 FIELD에 해당한다."
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 맘카페라는 온라인 커뮤니티를 분석 대상으로 삼아 그 공간이 어머니들의 경험·지식 공유와 주체성 형성에 어떤 역할을 하는지를 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 논문은 온라인 커뮤니티 자체가 어머니들의 경험과 지식을 생산·공유하는 공간(장)으로서 어떻게 모성의 의료화를 형성하고 역할을 수행하는지를 분석하고 있으며, 이는 오프라인에서는 대응되는 현상이 없으므로 FIELD에 해당한다."
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_WINDOW,run1:ROLE_WINDOW,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 11개 온라인 커뮤니티의 게시글을 분석해 혐오 현상을 조명하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교는 다루지 않는다","[ROLE] 이 논문은 혐오 표현이라는 온라인 현상 자체를 분석 대상으로 삼고, 온라인 커뮤니티는 그 현상을 보여주는 사례일 뿐이며, 현상의 구조적 특성이나 커뮤니티의 역할을 탐구하지 않는다."
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 본문은 교회의 온라인 신앙생활 인식 변화를 논의하지만, 특정 온라인 커뮤니티를 분석 대상으로 삼지 않으며, 역할이나 환경 조건에 대한 비교·분석도 수행하지 않는다","본문은 교회의 온라인 신앙생활 인식 변화를 논의하지만, 특정 온라인 커뮤니티를 분석 대상으로 삼지 않으며, 역할이나 환경 조건에 대한 비교·분석도 수행하지 않는다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_WINDOW,run1:ROLE_WINDOW,True,0/1,run1:없음,False,False,False,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 커뮤니티 활동이 삶의 만족도와 사회적 자본에 미치는 영향을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건의 비교는 다루지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 활동이라는 온라인 현상 자체가 개인의 삶의 만족도에 미치는 영향을 분석하고 있으며, 온라인 커뮤니티는 그 현상을 보여주는 사례에 불과하다. 동일한 현상을 오프라인 인터뷰나 설문으로도 검증할 수 있는 사회적 자본·삶의 만족도 관계이므로 WINDOW에 해당한다."
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 SNULife라는 온라인 커뮤니티를 사회운동의 사례로 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조·환경 조건의 비교는 다루지 않는다","[ROLE] 논문은 온라인 커뮤니티 내에서 태그달기가 사회운동이라는 구조와 역할을 형성하는 과정을 분석하며, 이는 온라인 커뮤니티라는 공간 자체가 사회에서 수행하는 역할을 조명하는 FIELD에 해당한다."
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램 개발에 초점을 맞추고 온라인 커뮤니티는 운영 수단으로만 언급되며, 커뮤니티 자체를 분석하거나 역할·환경을 조명하지 않는다","논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램 개발에 초점을 맞추고 온라인 커뮤니티는 운영 수단으로만 언급되며, 커뮤니티 자체를 분석하거나 역할·환경을 조명하지 않는다"
24,성별영향평가를 통한 김포한강신도시의 여성친화도시 계획수립에 관한 연구,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 여성친화 도시계획과 성별영향평가를 다루며, 온라인 커뮤니티는 연구 대상이나 분석 요소로 전혀 언급되지 않는다","논문은 여성친화 도시계획과 성별영향평가를 다루며, 온라인 커뮤니티는 연구 대상이나 분석 요소로 전혀 언급되지 않는다"
25,넷노그래피를 활용한 성경의 핵심어 네트워크 분석,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=True role_relevant=False env_relevant=False | 논문은 넷노그래피를 적용해 온라인 커뮤니티를 연구 방법으로 사용하지만, 커뮤니티의 사회적 역할이나 구조·환경 조건을 분석·비교하지 않는다","논문은 넷노그래피를 적용해 온라인 커뮤니티를 연구 방법으로 사용하지만, 커뮤니티의 사회적 역할이나 구조·환경 조건을 분석·비교하지 않는다"
26,온라인 커뮤니티의 신뢰형성이 구매의도에 미치는 영향,FIELD,FIELD,,,ROLE_FIELD,OK,ROLE_FIELD,run1:ROLE_FIELD,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 커뮤니티 자체의 신뢰 형성 역할을 분석하지만, 회원제·운영방식·생애주기·익명성 등 구조적·환경적 조건을 비교·분석하지 않는다","[ROLE] 이 논문은 온라인 커뮤니티 내부의 구조적 요인(명성, 실재감, 즐거움)이 신뢰와 구매의도에 미치는 영향을 분석하고 있으며, 이는 온라인 커뮤니티라는 공간 자체의 역할을 조명하는 FIELD에 해당한다."
27,사용자간 상호작용성(User-to-User Interactivity)의 측정을 위한 척도 개발과 검증:온라인 브랜드 커뮤니티를 대상으로,FIELD,FIELD,,,ROLE_FIELD,ERR,,run1:없음,True,1/1,run1:없음,False,False,False,has_community=True role_relevant=False env_relevant=False | 논문은 사용자간 상호작용성 척도 개발에 초점을 맞추고 온라인 커뮤니티를 분석 대상이나 역할·환경 조건 비교 대상으로 다루지 않는다,논문은 사용자간 상호작용성 척도 개발에 초점을 맞추고 온라인 커뮤니티를 분석 대상이나 역할·환경 조건 비교 대상으로 다루지 않는다
28,장애대학생의 개인심리 변인에 따른 역량 영향,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 장애대학생을 온라인 커뮤니티를 통한 모집 수단으로만 언급하고, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 삼지 않는다","논문은 장애대학생을 온라인 커뮤니티를 통한 모집 수단으로만 언급하고, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 삼지 않는다"
29,‘엄마표 영어’담론 분석:토픽모델링과 감성분석의 적용,WINDOW,WINDOW,,,ROLE_WINDOW,OK,ROLE_WINDOW,run1:ROLE_WINDOW,True,0/1,run1:없음,False,True,True,"has_community=True role_relevant=True env_relevant=False | 논문은 온라인 육아 커뮤니티의 담론을 분석 대상으로 삼아 사례를 제시하지만, 회원제·운영방식·생애주기·익명성 등 환경적 조건을 비교·분석하지 않는다","[ROLE] 논문은 온라인 육아 커뮤니티를 통해 나타나는 엄마표 영어 담론이라는 현상을 분석 대상으로 삼고, 커뮤니티는 그 현상을 보여주는 사례에 불과하므로 WINDOW에 해당한다."
30,온라인 탐구환경에서의 학습경험: 효과적인 탐구학습 설계를 위한 시사,ERR,ERR,,,ERR,ERR,,run1:없음,True,1/1,run1:없음,False,True,True,"has_community=False role_relevant=False env_relevant=False | 논문은 온라인 탐구학습의 교육 효과와 설계에 초점을 맞추며, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 다루지 않는다","논문은 온라인 탐구학습의 교육 효과와 설계에 초점을 맞추며, 온라인 커뮤니티 자체나 그 역할·환경을 분석 대상으로 다루지 않는다"
