id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
1,세월호 ‘노란 리본’과 일베의 ‘폭식 투쟁’: 공감과 혐오의 전형성과 그 비전형적 생활세계,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,,,ROLE_WINDOW_HATE,OK,ROLE_WINDOW_HATE,run1:ROLE_WINDOW_HATE; run2:ROLE_WINDOW_HATE; run3:ROLE_WINDOW_HATE,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 일베 온라인 커뮤니티를 세월호 사건에 대한 혐오 담론의 사례로 삼아, 공감·혐오의 의식 구조와 생활세계 차이를 분석한다 | 이 논문은 일베 온라인 커뮤니티를 세월호 사건에 대한 혐오 담론을 생산하는 사례로 삼아, 그 담론이 나타내는 혐오와 공감의 이분법적 구조를 분석한다 | 이 논문은 세월호 사건에 대한 공감·혐오 반응을 비교 분석하기 위해 ‘노란 리본’ 운동 참여자와 일베 사용자라는 온라인 커뮤니티를 사례로 삼아, 혐오 담론이 어떻게 형성·정당화되는지를 탐구한다","논문은 일베 커뮤니티의 혐오 담론을 사례로 삼아 사회적 갈등을 분석하므로 ROLE_WINDOW_HATE 코드가 가장 부합한다 | 일베 커뮤니티의 혐오 담론을 분석한 것이 논문의 핵심이며, 이는 ROLE_WINDOW_HATE 코드에 가장 높은 확률을 부여한다 | 연구는 일베 커뮤니티의 혐오 담론을 사례로 삼아 세월호 사건에 대한 혐오와 공감의 차이를 분석하므로, ROLE_WINDOW_HATE 코드가 가장 높은 확률로 부여된다"
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_FIELD_PUBLICSPHERE,"run1:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_MISC; run2:ROLE_FIELD_PUBLICSPHERE; run3:ROLE_FIELD_PUBLICSPHERE",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아 네트워크 시대의 정치참여 과정을 분석하고, 그 과정이 정치적 의견 교환과 참여 확대라는 외부 사회현상을 어떻게 보여주는지를 탐구한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여의 장으로서 어떻게 형성·작동하는지를 분석한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여가 이루어지는 공론장의 역할을 수행하는 방식을 분석한다","디시인사이드 정치토론 게시판을 공론장으로서의 상호작용을 분석하고, 동시에 네트워크 정치참여라는 외부 현상을 설명하는 사례로 활용하므로 FIELD_PUBLICSPHERE와 WINDOW_MISC 두 코드가 가장 부합한다 | 디시인사이드 정치토론 게시판을 통해 온라인 커뮤니티가 정치참여의 공론장으로 기능하는 과정을 분석하므로 ROLE_FIELD_PUBLICSPHERE 코드가 가장 부합한다 | 디시인사이드 정치토론 게시판을 통해 온라인 커뮤니티가 공론장으로서 정치참여를 형성·전달하는 과정을 분석하므로 ROLE_FIELD_PUBLICSPHERE 코드가 가장 높은 확률을 차지한다"
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV_COMMUNITY_LIFECYCLE,ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY,ENV_ONLINE_ANNONIMITY,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY",OK,ENV_COMMUNITY_LIFECYCLE,"run1:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run2:ENV_COMMUNITY_LIFECYCLE,ROLE_WINDOW_MISC; run3:ENV_COMMUNITY_LIFECYCLE,ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:ENV_ONLINE_ANNONIMITY; run3:ENV_ONLINE_ANNONIMITY,True,False,False,"이 논문은 메갈리아 커뮤니티를 익명성 수준에 따라 정체성이 분화되는 사례로 삼아, 완전·부분 익명 게시물의 담론 차이와 내부 갈등 전개, 그리고 구성원 이탈에 따른 커뮤니티 쇠퇴 과정을 분석한다 | 이 논문은 메갈리아 커뮤니티를 익명성 수준이라는 구조적 여건에 따라 정체성이 분화되는 현상으로 삼아, 익명성에 따른 담론 차이와 그로 인한 내부 갈등·구성원 이탈·커뮤니티 쇠퇴 과정을 분석한다 | 이 논문은 메갈리아 온라인 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 내부 갈등을 분석하고, 이러한 분화가 구성원 이탈과 커뮤니티 쇠퇴로 이어지는 과정을 탐구한다","연구는 익명성 수준에 따른 담론·정체성 분화와 그로 인한 구성원 이탈·커뮤니티 쇠퇴를 중심으로 분석하므로, 익명성 비교와 커뮤니티 생애주기 변화를 설명하는 ENV 코드를 부여한다 | 본 연구는 익명성 수준에 따른 정체성·담론 분화를 분석하고, 그 결과가 구성원 이탈과 커뮤니티 쇠퇴라는 생애주기 변화와 연결되므로 ROLE_WINDOW_MISC, ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY 코드가 가장 부합한다 | 논문은 익명성 수준에 따른 정체성·담론 분화와 그로 인한 갈등·이탈을 중심으로 분석하므로, 성별·젠더 갈등을 설명하는 WINDOW_GENDER와 커뮤니티 생애·쇠퇴를 다루는 ENV_COMMUNITY_LIFECYCLE, 익명성 차이를 비교하는 ENV_ONLINE_ANNONIMITY가 가장 적합한 코드이다"
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 자전거 온라인 커뮤니티를 구성원 간 상호작용 의례와 정서·규범 형성의 장으로 삼아, 의례 과정과 갈등 조정 메커니즘을 분석한다 | 이 논문은 자전거 온라인 커뮤니티를 구성원 간의 상호작용 의례와 정서·신뢰·연대가 형성·작동하는 장(field)으로 삼아, 그 의례 과정과 관계적 자원의 특성을 분석한다 | 이 논문은 자전거 온라인 커뮤니티를 구성원 간 상호작용 의례와 정서·규범·연대 형성의 장으로 삼아, 의례 과정과 갈등 조정 메커니즘을 분석한다","논문은 온라인 자전거 커뮤니티를 상호작용 의례와 정서·규범이 형성되는 사회적 장(field)으로 분석하므로 FIELD_PUBLICSPHERE와 FIELD_SOCIALCAPITAL 코드에 가장 높은 확률을 부여한다. | 논문은 온라인 자전거 커뮤니티 내에서 상호작용 의례와 정서·연대가 어떻게 형성되는지를 분석하므로 FIELD_SOCIALCAPITAL 코드가 가장 부합한다 | 본 연구는 온라인 자전거 커뮤니티 내에서 구성원 간의 정서적 연대와 협력적 의례를 분석함으로써, 관계적 자원(신뢰·연대·네트워크) 형성을 중심으로 다루는 FIELD_SOCIALCAPITAL에 해당한다"
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 디시인사이드 바람의 화원·바람의 나라 갤러리를 사회적 자본이 온라인 커뮤니티 제도(재생산)에 미치는 영향을 분석하는 공간으로 삼아, 사회적 자본의 구성요소와 그 효과를 탐구한다 | 이 논문은 디시인사이드 두 갤러리를 사례로 삼아 온라인 커뮤니티 내 사회적 자본이 제도(재생산)의 성공에 어떻게 영향을 미치는지를 실증적으로 분석한다 | 이 논문은 디시인사이드 바람의 화원·바람의 나라 갤러리를 사례로 삼아, 사회적 자본이 온라인 커뮤니티의 제도(재생산)에 미치는 영향을 분석한다","논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 분석하는 장(field)으로 활용하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 높은 확률로 부여된다 | 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 분석하는 장(field)으로 활용했으며, 다른 WINDOW·ENV 코드에 해당하는 근거는 텍스트에 나타나지 않는다 | 논문은 두 온라인 커뮤니티를 비교하여 사회적 자본이 제도적 재생산에 미치는 영향을 탐구하므로, FIELD_SOCIALCAPITAL 코드가 가장 높은 확률로 부여된다."
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE",OK,ROLE_WINDOW_GENDER,"run1:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_GENDER; run2:ROLE_WINDOW_GENDER; run3:ENV_COMMUNITY_DEMOGRAPHIC,ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 20‑30대 여성 온라인 커뮤니티(더쿠)를 사례로 삼아 젠더 갈등 담론을 관찰하고, 그 담론이 형성·전개되는 과정을 분석하면서 동시에 커뮤니티 내 상호작용이 공론장으로 작동하는 구조를 밝힌다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 여성가족부 폐지 담론이라는 젠더 갈등 현상을 관찰·분석하는 사례로 삼아, 감정·정체성·드라마 과정을 탐구한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 사례로 젠더 갈등을 나타내는 감정·정체성·드라마 과정을 분석한다","논문은 여성가족부 폐지 담론을 중심으로 젠더 갈등을 분석하고, 커뮤니티 내 담론·행동이 공론장으로 작동하는 과정을 상세히 탐구하므로 ROLE_WINDOW_GENDER와 ROLE_FIELD_PUBLICSPHERE가 가장 높은 확률을 차지한다 | 논문은 여성가족부 폐지 담론을 통해 나타나는 젠더 갈등을 분석 대상으로 삼아 온라인 커뮤니티를 현상의 창(window)으로 활용하므로 ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 갖는다. | 논문은 여성 온라인 커뮤니티를 창으로 삼아 젠더 갈등과 그 감정·정체성 드라마를 분석하므로 ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 차지한다."
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,,,ROLE_WINDOW_GENDER,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_GENDER; run2:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",False,0/3,"run1:없음; run2:ENV_COMMUNITY_DEMOGRAPHIC,ROLE_WINDOW_POLARIZE; run3:없음",False,False,True,"이 논문은 온라인 커뮤니티를 2030 남성들의 성별·세대 갈등이 형성·확산되는 장으로 삼아, 그 담론이 정치적 부족주의와 반동적 혐오로 어떻게 전개되는지를 분석한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 세대·성별 결집이 정치적 부족주의와 젠더 갈등을 나타내는 사례로 삼아, 그 전술·전략·메아리 효과와 반여성주의적 혐오의 정치·비즈니스화를 분석한다 | 이 논문은 온라인 커뮤니티를 사례로 삼아 2030 남성들의 성별·세대 결집과 전략을 분석하고, 그 담론이 젠더 갈등과 반여성주의적 혐오·정치화로 전개되는 과정을 설명한다","온라인 커뮤니티를 성별·세대 갈등이 형성·확산되는 공론장으로 분석하고, 그 과정에서 나타나는 젠더 갈등 현상을 중심으로 다루므로 ROLE_FIELD_PUBLICSPHERE와 ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 갖는다 | 본 논문은 온라인 커뮤니티를 젠더 갈등·정치적 양극화·혐오 비즈니스화 현상의 창으로 활용하며, 특히 2030 남성이라는 인구통계적 특성을 중심으로 분석한다. | 논문은 온라인 커뮤니티 내에서 젠더 갈등과 반여성주의적 혐오·정치화가 어떻게 전개되는지를 분석하므로 ROLE_WINDOW_GENDER와 ROLE_WINDOW_HATE가 가장 높은 확률을 갖는다"
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,"ROLE_FIELD_PUBLICSPHERE, ROLE_WINDOW_MISC","run1:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_MISC; run2:ROLE_FIELD_PUBLICSPHERE; run3:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 맘카페라는 온라인 커뮤니티를 어머니들의 경험·지식이 공유되고 독자적 용어가 생산되는 장으로 분석하면서, 모성의 의료화라는 사회현상을 설명하는 사례로 활용한다 | 이 논문은 맘카페를 어머니들의 경험·지식이 공유되고 의료화 담론이 형성·강화되는 장으로 삼아, 모성 의료화 과정과 그 담론이 어떻게 생산되는지를 분석한다 | 이 논문은 맘카페 게시글을 분석해 어머니들의 경험과 지식이 공유되는 장으로서 온라인 커뮤니티가 모성 의료화 담론을 형성·강화하는 과정을 조사하고, 그 담론을 통해 의료화라는 사회현상을 설명한다","온라인 커뮤니티를 어머니들의 경험·지식 교환 장으로 분석한 점이 공론장 역할을 강조하고, 동시에 모성 의료화라는 외부 사회현상을 설명하는 사례로 활용되므로 FIELD_PUBLICSPHERE와 WINDOW_MISC 코드가 가장 높은 확률을 갖는다 | 맘카페 내 담론 교환과 용어 생산을 분석함으로써 공론장 역할이 중심이 되므로 ROLE_FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다. | 온라인 커뮤니티를 담론이 형성·강화되는 공론장으로 분석하고, 그 담론을 통해 모성 의료화라는 사회현상을 설명하므로 FIELD_PUBLICSPHERE와 WINDOW_MISC 코드가 가장 높은 확률을 갖는다"
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE",OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run2:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE",True,0/3,run1:ROLE_WINDOW_GENDER; run2:없음; run3:ROLE_WINDOW_GENDER,False,True,True,"이 논문은 온라인 커뮤니티의 게시글을 자료로 하여 혐오 키워드의 결합 양상을 분석하고, 그 결합이 정치·사회·문화적 갈등을 어떻게 증폭시키는지를 설명한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 하여 정치·사회·문화적 혐오 키워드가 서로 결합되는 양상을 분석한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 하여 혐오 키워드의 결합 양상을 분석하고, 그 결합이 정치·사회·문화적 갈등을 어떻게 증폭시키는지를 설명한다","논문은 혐오 키워드 결합을 중심으로 정치 양극화와 성별(여성) 혐오를 동시에 분석하므로 ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE, ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 차지한다 | 논문은 온라인 커뮤니티의 혐오 키워드 결합을 통해 정치·사회·문화적 혐오 현상을 설명하므로 WINDOW_HATE와 WINDOW_POLARIZE 코드가 가장 높은 확률을 차지한다 | 온라인 커뮤니티의 혐오 키워드 결합을 분석함으로써 정치적 양극화, 성별 혐오, 전반적 혐오 표현을 설명하고 있어 ROLE_WINDOW_POLARIZE, ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE 코드가 가장 높은 확률을 차지한다"
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 교회의 신앙공동체를 유지·확장하는 방안으로 온라인 공동체를 사례로 삼아, 온라인이 교회 소그룹 활동과 사회적 책임을 구현하는 방식을 분석한다 | 이 논문은 교회의 신앙 공동체를 유지·전환하는 수단으로 온라인 공동체를 살펴보고, 온라인 공동체가 소그룹 활동을 통해 교회 내·외부에서 공동체성을 확보하는 방식을 분석한다 | 이 논문은 온라인 공동체를 교회의 신앙·사회적 연대와 공동체 형성의 장으로 삼아, 온라인을 통한 관계·연결망 구축과 그 효과를 분석한다","온라인 공동체를 교회 소그룹과 사회적 책임 구현의 장으로 분석함에 따라 사회적 자본 형성 역할(ROLE_FIELD_SOCIALCAPITAL)이 가장 핵심이며, 다른 코드는 근거가 충분히 제시되지 않아 부여되지 않는다 | 논문은 온라인 공동체를 교회 내·외부 관계 형성·연결의 장으로 보고, 소그룹 활동을 통한 공동체성 확보 과정을 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 온라인 공동체가 교회의 사회적 연대와 내부 관계망 형성에 어떻게 기여하는지를 중심으로 분석하므로, FIELD_SOCIALCAPITAL 코드가 가장 높은 확률을 갖는다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,ENV_COMMUNITY_DEMOGRAPHIC,ENV_COMMUNITY_DEMOGRAPHIC,"ENV_COMMUNITY_DEMOGRAPHIC, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·작동하는 공간으로 보고, 그 활동이 삶의 만족도에 미치는 영향을 연도와 연령에 따라 비교 분석한다 | 이 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 삼아, 결속적 온라인 활동이 삶의 만족도에 미치는 영향을 코로나19 전후 시기와 연령별로 비교 분석한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본 형성·작용의 사례로 삼아, 코로나19 전후 시기의 삶의 만족도에 미치는 영향을 연령·시기별로 비교 분석한다","온라인 커뮤니티를 사회적 자본이 형성·작동하는 장(field)으로 설정하고, 그 활동이 삶의 만족도에 미치는 영향을 분석한 것이 연구의 핵심이므로 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 높은 확률을 부여한다 | 연구는 온라인 커뮤니티를 사회적 자본이 축적되는 장(field)으로 보고, 활동 정도와 삶의 만족도 간의 인과관계를 시기·연령 차원에서 실증 분석함으로써 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 부합한다 | 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 전제하고, 그 활동이 삶의 만족도에 미치는 영향을 시기·연령별로 비교 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다."
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,,run1:ROLE_WINDOW_MISC; run2:없음; run3:ROLE_FIELD_PUBLICSPHERE,False,1/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 스누라이프 온라인 커뮤니티의 태그 달기 현상을 사회운동의 새로운 형태로 보고, 이를 통해 집단 기억이 어떻게 지속적으로 재생산되는지를 분석한다 | 이 논문은 스누라이프 온라인 커뮤니티의 태그 달기 현상을 사회운동의 새로운 형태로 보고, 태그가 집단 기억을 지속적으로 재생산하는 과정을 분석한다 | 이 논문은 스누라이프 온라인 커뮤니티를 사례로 삼아, 태그달기라는 사회운동 형태가 어떻게 특정 사건에 대한 집단 기억을 지속적으로 재생산하고 유지하는지를 분석한다","온라인 커뮤니티의 태그 달기 현상을 사회운동과 집단 기억 재생산의 사례로 분석한 점이 가장 핵심이며, 이는 WINDOW_MISC 코드에 가장 부합한다 | 논문은 온라인 커뮤니티 자체를 사회운동의 장으로 활용해 태그를 통한 집단 기억 재생산 과정을 분석하므로, FIELD·WINDOW·ENV 어느 코드에도 충분한 근거가 없어 모두 미부여로 평가한다 | 스누라이프가 집단 기억을 재생산하는 장으로 기능한다는 분석이 논문의 핵심이므로 FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다"
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음; run2:없음; run3:없음,True,3/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육 운영 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발·실시하는 과정에서 온라인 커뮤니티를 교육 운영 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하며, 온라인 커뮤니티는 교육을 진행하는 수단으로만 활용된다.","온라인 커뮤니티가 교육 프로그램 운영을 위한 도구로만 언급되고, 그 자체의 담론, 관계, 혹은 환경 조건을 분석 대상으로 삼지 않으므로 모든 코드에 해당하지 않는다 | 온라인 커뮤니티가 교육 프로그램 실행을 위한 도구로만 언급되어, 어떠한 사회현상 분석, 관계·담론 형성, 혹은 환경 조건 비교도 이루어지지 않으므로 모든 코드가 미부여로 평가된다 | 온라인 커뮤니티가 연구의 분석 대상이 아니라 교육 프로그램 운영 수단으로만 언급되어, 모든 코드에 해당하지 않는다."
