id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
11,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 더쿠·디시·네이트판 등 온라인 커뮤니티의 팬덤 담론을 분석하여 관계·담론이 형성되는 공간으로 삼고, 그 담론이 신자유주의적 통치성과 윤리적 주체화를 드러내는 사례로 활용한다 | 이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티를 윤리적 주체화와 감정 정치가 형성·강화되는 장으로 삼아, 팬덤 내 관계·규범·위계가 어떻게 신자유주의적 통치성을 재생산하는지를 분석한다 | 이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티를 팬덤 내부에서 윤리적 실천과 감정정치가 형성·강화되는 장으로 삼아, 그 담론이 신자유주의적 통치성을 어떻게 재생산하는지를 분석한다","논문은 온라인 팬덤 커뮤니티 내 담론과 감정 정치의 형성을 분석해 관계·담론이 형성되는 FIELD_SOCIALCAPITAL 영역을 중심으로 다루며, 동시에 그 담론이 신자유주의적 통치성을 드러내는 사회적 현상으로 작용한다는 WINDOW_MISC 관점을 제시한다 | 논문은 온라인 커뮤니티를 관계·규범·위계가 형성되는 사회적 자원(사회적 자본)으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 공론장, 양극화·젠더·혐오 등 외부 현상이나 환경 조건에 대한 비교·분석은 제시되지 않아 다른 코드는 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티 내 팬덤 담론을 통해 윤리적 실천과 감정정치가 관계·연결망(위계·규범)으로 형성되는 과정을 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 공론장 기능이나 정치·젠더·혐오 등 특정 현상(window) 및 환경조건(ENV)과는 직접적인 비교·분석이 없으므로 해당 코드는 낮은 확률로 평가한다."
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_FIELD_PUBLICSPHERE,run1:ROLE_FIELD_PUBLICSPHERE; run2:ROLE_WINDOW_MISC; run3:ROLE_FIELD_PUBLICSPHERE,False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 디시인사이드 정치토론 게시판을 정치 참여가 이루어지는 장으로 삼아, 네트워크 시대의 정치 참여 과정·특성·효과를 분석한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아 네트워크 시대의 정치참여 과정을 분석하고, 그 과정에서 나타나는 참여 양상과 효과를 설명한다 | 이 논문은 디시인사이드 정치토론 게시판을 네트워크 시대의 정치참여 사례로 삼아, 온라인 커뮤니티가 정치적 의견 형성·숙의·참여의 장으로 작동하는 방식을 분석한다","논문은 디시인사이드 정치토론 게시판을 정치 참여가 이루어지는 공론장의 사례로 분석하고 있어 ROLE_FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다; 다른 ROLE 및 ENV 코드는 초록에 해당 현상이나 조건을 비교·분석하는 근거가 없으므로 낮은 확률로 미부여 처리한다. | 논문은 디시인사이드 정치토론 게시판을 활용해 정치참여라는 사회현상을 설명하고 있으므로 WINDOW_MISC 코드에 가장 높은 확률을 부여하고, 다른 FIELD·WINDOW·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 디시인사이드 정치토론 게시판을 사례로 삼아 온라인 커뮤니티가 정치적 의견 형성·숙의·참여의 장으로 기능하는지를 분석하므로 FIELD_PUBLICSPHERE 코드가 가장 부합한다."
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV_COMMUNITY_LIFECYCLE,ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY,ENV_ONLINE_ANNONIMITY,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY",OK,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY","run1:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run2:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run3:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY",True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 메갈리아 온라인 커뮤니티를 익명성 수준에 따른 정체성 분화와 내부 갈등을 분석하고, 이러한 분화가 구성원 이탈과 커뮤니티 쇠퇴라는 생애주기 전개에 어떻게 연결되는지를 탐구한다 | 이 논문은 메갈리아 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 그가 커뮤니티 쇠퇴에 미치는 과정으로 삼아, 익명성에 따라 나타나는 담론 차이와 갈등, 그리고 생애주기 단계에서의 대규모 이탈 현상을 분석한다 | 이 논문은 메갈리아 커뮤니티를 익명성 수준이라는 구조적 여건에 따라 정체성이 분화되는 현상으로 삼아, 익명성에 따른 담론 차이와 그로 인한 내부 갈등·구성원 이탈·커뮤니티 쇠퇴 과정을 분석한다","연구는 익명성 수준에 따른 담론 차이를 비교하고, 그 차이가 구성원 이탈과 커뮤니티 쇠퇴라는 생애주기 변화를 초래한다는 점을 중심으로 분석하므로 ENV_COMMUNITY_LIFECYCLE와 ENV_ONLINE_ANNONIMITY 코드에 높은 확률을 부여한다 | 본 연구는 익명성 수준에 따른 담론 차이와 그로 인한 내부 갈등이 커뮤니티의 대규모 이탈과 쇠퇴로 이어지는 생애주기 변화를 설명하므로, 익명성(ENV_ONLINE_ANNONIMITY)과 커뮤니티 생애주기(ENV_COMMUNITY_LIFECYCLE) 코드에 높은 확률을 부여한다; 다른 ROLE·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다. | 본 연구는 익명성 수준이라는 구조적 조건이 커뮤니티 정체성 및 담론을 어떻게 분화시키는지를 탐색하고, 그 결과로 나타나는 구성원 이탈과 커뮤니티 쇠퇴 과정을 분석하므로 익명성 비교(ENV_ONLINE_ANNONIMITY)와 생애주기 변화(ENV_COMMUNITY_LIFECYCLE) 코드에 높은 확률을 부여한다; 다른 FIELD·WINDOW·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 평가한다"
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 자전거 커뮤니티를 구성원 간 상호작용 의례와 정서·신뢰가 형성되는 장으로 삼아, 의례 과정과 갈등·조절 메커니즘을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 구성원 간 의례·규범·정서적 에너지가 형성·조절되는 공간으로 삼아, 그 상호작용 의례와 결사의 특성을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 구성원 간의 의례적 상호작용과 정서·신뢰·연대가 형성·작동하는 공간으로 삼아, 그 내부에서 규범·감정·협력 과정이 어떻게 구축되고 유지되는지를 분석한다","논문은 온라인 자전거 커뮤니티를 구성원 간 신뢰·정서·협력적 의례가 형성되는 사회적 자본의 장으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 다른 WINDOW·FIELD·ENV 코드들은 논문 내용과 일치하는 근거가 없어 낮은 확률로 평가한다 | 논문은 온라인 자전거 커뮤니티를 관계·규범·정서적 에너지(사회적 자본)가 형성·조절되는 장(field)으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 공론장, 양극화·젠더·혐오 등 외부 현상(window)이나 환경조건(env)에 대한 비교·분석은 제시되지 않아 해당 코드는 미부여로 평가한다 | 논문은 온라인 자전거 커뮤니티를 관계·담론이 형성되는 장(field)으로 보고, 구성원 간 신뢰·연대·규범 형성 과정을 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 다른 WINDOW·ENV 코드들은 텍스트에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다"
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 사회적 자본이 제도의 재생산에 미치는 영향을 분석하는 공간으로 삼아, 두 커뮤니티의 사회적 자본 구성요소와 제도적 성패를 실증한다 | 이 논문은 온라인 커뮤니티를 사회적 자본이 제도의 재생산에 미치는 영향을 분석하는 장으로 삼아, 두 커뮤니티의 사회적 자본 구성요소와 그 효과를 실증한다 | 이 논문은 디시인사이드 두 갤러리를 사례로 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 삼아, 그 자본이 커뮤니티 제도(재생산)의 성공에 미치는 영향을 분석한다","논문은 온라인 커뮤니티를 사회적 자본이 제도 재생산에 미치는 영향을 분석하는 공간으로 설정하고, 사회적 자본 구성요소를 실증적으로 탐구한다는 점에서 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 부합한다. | 논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 분석하는 대상으로 삼아 두 커뮤니티의 사회적 자본을 실증적으로 비교하므로 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 WINDOW·FIELD·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 사회적 자본이 온라인 커뮤니티 제도의 재생산에 미치는 영향을 중심으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 높은 확률을 차지하고, 다른 WINDOW·FIELD·ENV 코드들은 초록에 해당 근거가 없어 낮은 확률로 평가된다"
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,OK,ROLE_WINDOW_GENDER,"run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 20‑30대 여성 온라인 커뮤니티를 사례로 삼아 여성가족부 폐지 담론을 중심으로 젠더 갈등의 감정동학을 분석하고, 그 과정에서 커뮤니티 내부의 정체성 재구성·동질감·연대 형성 메커니즘을 탐구한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 젠더 갈등이 형성·전개되는 장으로 삼아, 그 담론과 감정동학을 분석하면서 동시에 여성가족부 폐지 논쟁이라는 젠더 갈등 현상을 설명한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 사례로 삼아 여성가족부 폐지 담론을 중심으로 젠더 갈등과 그 감정동학을 분석한다","논문은 여성가족부 폐지 담론을 통해 젠더 갈등을 설명하는 WINDOW_GENDER 사례이며, 동시에 커뮤니티 내에서 동질감·연대·정체성 재구성 과정을 분석해 FIELD_SOCIALCAPITAL의 형성을 탐구한다 | 논문은 여성 온라인 커뮤니티를 젠더 갈등이 형성·전개되는 공론장으로 분석하고, 동시에 그 담론 자체가 젠더 갈등 현상을 보여주는 사례임을 입증한다. | 초록에서 연구는 여성가족부 폐지 담론을 매개로 20‑30대 여성 온라인 커뮤니티의 감정동학을 관찰·분석한다는 점을 명시하고 있어, 젠더 갈등을 설명하는 WINDOW_GENDER 코드가 가장 적합하다; 다른 FIELD·WINDOW·ENV 코드들은 논문 내용과 직접적인 근거 문장이 없으므로 낮은 확률로 평가한다"
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,,,ROLE_WINDOW_GENDER,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ENV_COMMUNITY_DEMOGRAPHIC,ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",False,0/3,run1:없음; run2:ROLE_WINDOW_HATE; run3:없음,False,False,True,"이 논문은 온라인 커뮤니티를 젠더 갈등·반동 담론이 형성·강화되는 장으로 삼아, 그 담론이 젠더 갈등과 정치적 부족주의를 어떻게 재생산하고 혐오의 비즈니스화·정치화로 이어지는지를 분석한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 젠더 갈등 담론이 형성·강화되는 장으로 삼아, 그 담론이 보여주는 젠더·반동 현상을 분석한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 성별·세대 결집이 정치적 부족주의 형태로 가동되는 장으로 삼아, 젠더 갈등과 반여성주의적 혐오가 어떻게 형성·확산되는지를 분석한다","온라인 커뮤니티를 젠더 갈등·반동 담론이 형성·강화되는 장으로 분석하고, 해당 담론이 젠더 갈등과 혐오의 비즈니스화·정치화와 연결되는 과정을 중점적으로 다루므로 ROLE_WINDOW_GENDER와 ROLE_WINDOW_HATE에 높은 확률을 부여한다; 다른 FIELD·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티를 젠더 갈등 담론이 형성·강화되는 공간으로 보고, 그 담론을 통해 젠더·반동 현상을 분석하므로 ROLE_WINDOW_GENDER이 가장 핵심이며, 혐오 비즈니스화 언급으로 ROLE_WINDOW_HATE도 일정 부분 반영한다; 또한 2030 남성이라는 연령·성별 집단을 분석 대상으로 삼아 ENV_COMMUNITY_DEMOGRAPHIC이 적용된다. | 논문은 온라인 커뮤니티를 젠더 갈등과 반여성주의적 혐오가 형성·확산되는 현장으로 삼아 분석하므로, 젠더 갈등을 조명하는 WINDOW_GENDER와 혐오의 정치화를 다루는 WINDOW_HATE 코드에 높은 확률을 부여하고, 다른 FIELD·ENV 코드들은 초점과 일치하지 않아 낮은 확률을 할당한다"
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,"ROLE_FIELD_SOCIALCAPITAL, ROLE_WINDOW_MISC","run1:ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 맘카페라는 온라인 커뮤니티를 어머니들의 모유수유 담론이 생산·공유되는 장으로 삼아, 모성의 의료화 현상을 설명하고 그 담론이 보여주는 권력·지식 관계를 분석한다 | 이 논문은 맘카페라는 온라인 커뮤니티를 어머니들의 모유수유 담론이 형성·강화되는 공간으로 삼아, 모성의 의료화 과정을 분석한다 | 이 논문은 맘카페라는 온라인 커뮤니티를 어머니들의 의료화 담론이 형성·강화되는 장으로 분석하면서, 그 담론이 모성의 의료화라는 사회현상을 드러내는 사례로도 활용한다","논문은 온라인 커뮤니티를 모성 의료화라는 외부 사회현상의 사례로 활용하며, 해당 현상을 설명하는 데 중심을 두고 있기 때문에 WINDOW_MISC 코드에 가장 높은 확률을 부여한다 | 논문은 맘카페 내에서 어머니들이 자신의 경험과 지식을 공유하며 모성 의료화 담론을 형성하는 과정을 분석하므로 FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 맘카페를 어머니들의 경험·지식 공유가 이루어지는 사회적 자원(사회적 자본) 형성의 장으로 분석하고, 동시에 그 담론을 통해 모성 의료화라는 외부 사회현상을 설명하므로 ROLE_FIELD_SOCIALCAPITAL과 ROLE_WINDOW_MISC 두 코드를 중심으로 부여한다."
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE",OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE",False,0/3,run1:없음; run2:없음; run3:ROLE_WINDOW_GENDER,False,True,True,"이 논문은 온라인 커뮤니티의 게시글을 사례로 삼아 혐오 키워드가 정치·사회·성별 축을 교차·결합하는 양상을 분석하고, 그 결합이 정치적 양극화와 사회적 갈등을 어떻게 증폭시키는지를 탐구한다 | 이 논문은 온라인 커뮤니티를 정치·사회적 혐오가 교차·결합되는 현상을 관찰하는 사례로 삼아, 혐오 키워드들의 결합 양상을 양·질적으로 분석한다 | 이 논문은 온라인 커뮤니티의 게시글을 사례로 삼아, 정치·사회·문화 영역에서 나타나는 다양한 혐오 키워드가 서로 결합·증폭되는 양상을 분석한다","논문은 온라인 커뮤니티 게시글을 통해 혐오 키워드의 결합 양상을 분석하고, 특히 여성에 대한 혐오와 정치적 혐오의 교차를 강조하므로 ROLE_WINDOW_HATE와 ROLE_WINDOW_GENDER 코드에 높은 확률을 부여했으며, 정치적 양극화는 배경 설명에 머물러 확률이 0.5 이하로 유지되었습니다. FIELD와 ENV 코드들은 연구 초점과 내용에 해당하는 근거 문장이 없으므로 모두 미부여로 처리했습니다. | 논문은 온라인 커뮤니티를 혐오 현상의 교차점으로 활용해 키워드 결합을 분석하므로, 혐오와 정치적 양극화(ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE) 코드에 높은 확률을 부여하고, 다른 FIELD·ENV·WINDOW 코드들은 초록에 근거가 없으므로 낮은 확률로 미부여 처리한다 | 온라인 커뮤니티 게시글을 통해 정치·사회·문화적 혐오가 어떻게 교차·증폭되는지를 분석하므로 WINDOW 계열(극화, 성별 혐오, 일반 혐오) 코드에 높은 확률을 부여하고, 커뮤니티 자체의 기능이나 환경 조건을 다루지 않아 FIELD·ENV 코드는 낮은 확률로 미부여 처리한다"
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 공동체를 교회의 관계·담론이 형성·강화되는 공간으로 삼아, 온라인 환경에서의 신자 인식 변화와 소그룹 활동을 통해 교회 공동체성을 확보하는 방안을 분석한다 | 이 논문은 온라인 공동체를 교회의 관계·담론이 형성·강화되는 장으로 삼아, 소그룹 활동을 통한 공동체성 확보와 사회적 책임 참여를 어떻게 구현할 수 있는지를 분석한다 | 이 논문은 온라인 공동체를 교회의 공동체 형성과 사회적 책임 수행을 위한 장으로 삼아, 온라인 환경에서 소그룹 활동이 교회 공동체성을 확보하고 확장되는 과정을 분석한다","논문은 온라인 공동체를 교회 내 관계와 담론이 형성되는 장으로 보고, 소그룹 활동을 통한 공동체성 확보와 온라인 인식 변화를 분석하므로 FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 WINDOW·ENV 코드들은 본문에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 공동체를 교회 내 관계와 담론이 형성·강화되는 공간으로 보고, 소그룹 활동을 통한 공동체성 및 사회적 책임 참여를 분석하므로 FIELD_SOCIALCAPITAL 코드에 가장 높은 확률을 부여한다; 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 현상이나 비교·조건을 다루는 근거가 없으므로 낮은 확률로 미부여 처리한다. | 온라인 공동체를 교회가 사회적 책임을 수행하고 구성원 간 연대와 신뢰를 구축하는 장으로 분석하고 있어 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여했으며, 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리하였다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,ENV_COMMUNITY_DEMOGRAPHIC,ENV_COMMUNITY_DEMOGRAPHIC,"ENV_COMMUNITY_DEMOGRAPHIC, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 삼아, 커뮤니티 활동이 삶의 만족도에 미치는 영향을 코로나19 전후 시기와 연령별로 비교 분석한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·작동되는 공간으로 삼아, 비대면 상황 전후의 삶의 만족도에 미치는 영향을 연령과 시기별로 비교 분석한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·작동하는 공간으로 삼아, 비대면 상황 전후의 삶의 만족도에 미치는 영향을 연령과 시기별로 비교 분석한다","초록에서 온라인 커뮤니티 활동이 사회적 자본과 삶의 만족도에 미치는 영향을 시기·연령별로 비교 분석한다는 점이 명시되어 있어, FIELD_SOCIALCAPITAL 코드가 가장 부합한다; 다른 WINDOW·FIELD·ENV 코드들은 해당 현상이나 조건을 다루지 않으므로 낮은 확률로 평가된다 | 논문은 온라인 커뮤니티 활동을 사회적 자본 형성의 장으로 보고, 그 활동이 삶의 만족도에 미치는 영향을 시기와 연령에 따라 비교함으로써 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 부합한다 | 논문은 온라인 커뮤니티 활동을 사회적 자본 형성의 장으로 보고, 비대면·대면 시기의 삶 만족도 차이를 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 WINDOW·ENV 코드는 연구 초점과 근거 문장에 해당되지 않아 낮은 확률로 미부여 처리한다"
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_WINDOW_MISC,run1:ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_WINDOW_MISC,False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 스누라이프 커뮤니티를 집단 기억이 지속적으로 재생산되는 사례로 삼아, 태그달기라는 사회운동 메커니즘이 어떻게 형성·유지되는지를 분석한다 | 이 논문은 스누라이프 온라인 커뮤니티를 집단 기억이 자생적으로 재생산되는 장으로 삼아, 태그달기라는 사회운동 메커니즘이 어떻게 형성·유지되는지를 분석한다 | 이 논문은 스누라이프 온라인 커뮤니티를 집단기억이 지속적으로 재생산되고 새로운 사회운동 형태가 형성되는 장으로 삼아, 태그달기 메커니즘을 분석한다","스누라이프 커뮤니티를 집단 기억 재생산의 사례로 삼아 태그달기 메커니즘을 분석한다는 초점에 근거해, 집단 기억 현상을 설명하는 WINDOW_MISC 코드가 가장 높은 확률을 차지하고, 다른 ROLE·ENV 코드는 초점과 일치하는 근거 문장이 없으므로 낮은 확률로 미부여 처리한다. | 스누라이프 커뮤니티를 집단 기억 재생산의 장으로 분석하고 태그달기라는 사회운동 메커니즘을 탐구하므로 FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 온라인 커뮤니티를 집단기억 재생산과 사회운동 메커니즘이 나타나는 사례로 활용하고, 태그달기 현상이 어떻게 지속적인 기억을 형성하는지를 분석하므로 WINDOW_MISC 코드가 가장 부합한다."
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음; run2:없음; run3:없음,True,3/3,run1:없음; run2:없음; run3:없음,False,True,True,이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육 전달 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화 교육 프로그램을 개발·실시하는 과정에서 온라인 커뮤니티를 교육 운영 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육 전달 수단으로만 활용한다,"온라인 커뮤니티는 교육 프로그램 전달을 위한 도구로만 언급되며, 커뮤니티 자체의 담론, 관계, 환경 조건 등을 분석하거나 외부 사회현상을 설명하는 사례로 활용되지 않는다 | 논문은 온라인 커뮤니티를 교육 프로그램 실행을 위한 플랫폼으로만 언급하고, 커뮤니티 자체의 기능·관계·사회현상 등을 분석하거나 비교·평가하지 않으므로 모든 코드에 대해 부여 기준을 충족하지 않는다 | 온라인 커뮤니티는 교육 프로그램 실행을 위한 플랫폼으로만 언급되며, 커뮤니티 자체의 담론, 관계, 혹은 환경 조건을 분석하거나 평가하는 내용이 없으므로 모든 코드에 대해 부여 기준을 충족하지 않는다"
