id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
11,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티를 팬덤 내 윤리적 실천·감정정치·위계 형성의 장으로 삼아, 그 담론이 신자유주의적 통치성을 어떻게 매개·심화시키는지를 분석한다 | 이 논문은 온라인 팬덤 커뮤니티를 윤리적 실천과 감정 정치가 형성·작동하는 공간으로 삼아, 그 관계·위계·규범이 신자유주의적 통치성을 어떻게 강화하는지를 분석한다 | 이 논문은 온라인 팬덤 커뮤니티를 윤리적 실천과 감정 정치가 형성·강화되는 장으로 삼아, 팬덤 내부의 위계·규범·연대가 신자유주의적 통치성을 어떻게 재생산하는지를 분석한다","논문은 온라인 커뮤니티를 팬덤 내 감정·위계·윤리적 실천이 형성되는 사회적 자원(신뢰·연대·네트워크)으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 해당한다. | 논문은 팬덤 커뮤니티 내에서 감정과 윤리적 실천이 관계·위계·규범을 형성하는 과정을 분석하므로 사회적 자원(신뢰·연대·네트워크) 형성에 초점을 둔 FIELD_SOCIALCAPITAL 코드가 가장 부합한다; 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다. | 논문은 팬덤 게시글을 분석해 감정·위계·규범이 내부 관계망을 형성하고 윤리적 실천을 매개로 신자유주의 통치성을 재생산한다는 점을 강조하므로 FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 공론장, 정치·젠더·혐오 현상, 환경적 비교 조건 등에 대한 언급이 없으므로 나머지 코드는 낮은 확률로 미부여 처리한다"
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_FIELD_PUBLICSPHERE,run1:ROLE_FIELD_PUBLICSPHERE; run2:ROLE_FIELD_PUBLICSPHERE; run3:ROLE_FIELD_PUBLICSPHERE,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 디시인사이드 정치토론 게시판을 네트워크 시대의 정치참여 사례로 삼아, 온라인 커뮤니티가 정치적 의견 형성과 참여의 장으로 작동하는 과정을 분석한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여가 이루어지는 공론장의 역할을 수행하는지를 분석하고, 그 참여양식과 효과를 규명한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여의 장으로서 어떻게 기능하고 그 과정과 효과를 분석한다","논문은 디시인사이드 정치토론 게시판을 정치참여의 공론장으로 분석하므로 ROLE_FIELD_PUBLICSPHERE 코드에 높은 확률을 부여하고, 다른 FIELD·WINDOW·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 디시인사이드 정치토론 게시판을 통해 온라인 커뮤니티가 정치적 의견 교환과 참여를 촉진하는 공론장으로 기능하는지를 분석하므로 FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다; 다른 ROLE 및 ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 디시인사이드 정치토론 게시판을 정치참여의 공론장으로 분석하므로 FIELD_PUBLICSPHERE 코드에 높은 확률을 부여하고, 다른 FIELD, WINDOW, ENV 코드들은 본문에서 해당 근거가 없으므로 낮은 확률로 미부여 처리한다"
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV_COMMUNITY_LIFECYCLE,ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY,ENV_ONLINE_ANNONIMITY,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY",OK,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY","run1:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run2:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run3:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY",True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 메갈리아 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 그에 따른 내부 갈등 및 커뮤니티 쇠퇴 과정을 분석한다 | 이 논문은 메갈리아 온라인 커뮤니티를 익명성 수준에 따라 정체성이 분화하고 내부 갈등이 전개되는 장으로 삼아, 익명성에 따른 담론 차이와 구성원 이탈·커뮤니티 쇠퇴 과정을 분석한다 | 이 논문은 메갈리아 온라인 커뮤니티를 익명성 수준에 따라 정체성이 분화되는 내부 장(field)으로 삼아, 익명성 조건이 담론·갈등과 커뮤니티 쇠퇴에 미치는 영향을 분석한다","논문은 익명성 수준에 따른 정체성·담론 분화와 그로 인한 내부 갈등·커뮤니티 쇠퇴를 분석하므로, 커뮤니티 생애주기와 익명성 비교와 관련된 ENV 코드에 높은 확률을 부여하고, FIELD·WINDOW 코드들은 초점과 일치하지 않아 낮은 확률로 미부여 처리한다 | 본 연구는 익명성 수준이 정체성·갈등을 어떻게 분화시키는지를 분석하고, 그 결과 구성원 이탈과 커뮤니티 쇠퇴라는 생애주기 변화를 보여주므로 ENV_ONLINE_ANNONIMITY와 ENV_COMMUNITY_LIFECYCLE 코드가 가장 부합한다 | 논문은 익명성이라는 구조적 여건이 커뮤니티 내부 정체성·갈등과 전체 생애주기(이탈·쇠퇴)에 어떻게 작용하는지를 분석하므로, ENV_COMMUNITY_LIFECYCLE와 ENV_ONLINE_ANNONIMITY 코드에 높은 확률을 부여한다"
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 자전거 커뮤니티를 구성원 간 상호작용 의례와 정서·규범이 형성되는 장으로 삼아, 의례 과정이 만들어내는 결속과 도덕적 표준을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 관계·담론이 형성되는 공간으로 삼아, 상호작용 의례와 규범·유대 형성 과정을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 구성원 간의 의례·규범·정서적 에너지가 형성·유지되는 공간으로 삼아, 그 상호작용 의례와 도덕적 표준이 어떻게 구축되는지를 분석한다","논문은 온라인 자전거 커뮤니티를 관계·규범이 형성되는 공간으로 분석하고, 구성원 간 유대와 정서적 에너지(사회적 자본) 형성 과정을 중점적으로 다루므로 ROLE_FIELD_SOCIALCAPITAL에 높은 확률을 부여하고, 다른 FIELD, WINDOW, ENV 코드들은 논문 내용에 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 자전거 커뮤니티를 구성원 간 유대와 정서적 에너지, 협력적 의례를 통해 사회적 자본이 형성되는 장으로 분석하므로 FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 온라인 자전거 커뮤니티 내에서 의례와 정서적 유대가 어떻게 형성·유지되는지를 탐구하므로, 관계·연대·네트워크를 의미하는 사회자본(FIELD_SOCIALCAPITAL) 코드에 가장 높은 확률을 부여하고, 공론장, 정치·젠더·혐오 현상, 환경적 조건 등에 관한 내용은 제시되지 않아 해당 코드들은 낮은 확률로 미부여 처리한다"
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 두 온라인 커뮤니티를 사례로 삼아, 커뮤니티 내 사회적 자본이 제도(재생산)의 성공에 미치는 영향을 분석한다 | 이 논문은 두 온라인 커뮤니티를 사례로 사회적 자본이 제도적 재생산에 미치는 영향을 분석한다 | 이 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 보고, 그 자본이 커뮤니티 제도(재생산)에 미치는 영향을 두 사례를 비교 분석한다","논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 검증하는 연구 대상으로 삼아, 사회적 자본의 구성요소와 그 효과를 실증적으로 분석하고 있다; 따라서 FIELD_SOCIALCAPITAL 코드가 가장 높은 확률로 부여되며, 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리된다 | 논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 탐구하는 연구 대상으로 삼아, 사회적 자본 개념을 적용하고 그 구성요소를 분석한다는 점에서 ROLE_FIELD_SOCIALCAPITAL 코드에 부합한다. | 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 장(field)으로 설정하고, 두 커뮤니티의 제도적 재생산에 대한 사회적 자본의 영향을 실증적으로 비교·분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여한다; 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다"
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,OK,"ROLE_FIELD_SOCIALCAPITAL, ROLE_WINDOW_GENDER","run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_GENDER; run3:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 20‑30대 여성 온라인 커뮤니티를 젠더 갈등 현상의 사례로 삼아 감정동학을 관찰하고, 그 안에서 구성원들의 정체성 재구성·동질감·연대 형성 과정을 분석한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 젠더 갈등 담론이 형성·전개되는 장으로 분석하면서, 그 담론이 한국 사회의 젠더 갈등 현상을 드러내는 사례로도 활용한다. | 이 논문은 20‑30대 여성 온라인 커뮤니티를 젠더 갈등 현상을 보여주는 사례로 삼아 그 담론과 감정동학을 분석하고, 동시에 구성원들이 동질감·정체성·팬덤 전략을 통해 관계와 연대를 형성하는 과정을 조사한다","논문은 여성가족부 폐지라는 젠더 갈등 현상을 창(window)으로 삼아 분석하고, 동시에 커뮤니티 내부에서 정체성·동질감·연대가 어떻게 형성되는지를 조사하므로 ROLE_WINDOW_GENDER와 ROLE_FIELD_SOCIALCAPITAL이 각각 높은 확률을 갖는다 | 논문은 여성 온라인 커뮤니티를 젠더 갈등 담론이 형성·전개되는 공론장으로 분석하고, 동시에 그 담론이 사회 전반의 젠더 갈등을 보여주는 사례임을 입증한다. | 논문은 젠더 갈등을 보여주는 창(window)으로서 온라인 커뮤니티를 활용하고(ROLE_WINDOW_GENDER) 동시에 구성원들의 동질감·정체성·팬덤 전략을 통한 관계·연대 형성을 분석하므로(ROLE_FIELD_SOCIALCAPITAL) 두 코드를 부여한다; 다른 코드들은 초록에 근거가 없으므로 미부여로 평가한다"
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,,,ROLE_WINDOW_GENDER,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",False,0/3,run1:ROLE_FIELD_PUBLICSPHERE; run2:ROLE_WINDOW_HATE; run3:ROLE_FIELD_SOCIALCAPITAL,False,False,True,"이 논문은 온라인 커뮤니티를 젠더 갈등과 정치적 부족주의가 전개되는 장으로 삼아, 그 담론·전술이 어떻게 형성·확산되는지를 분석한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 젠더 갈등·반동 담론이 형성·전개되는 장으로 삼아, 그 담론이 드러내는 젠더·혐오 현상을 분석한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 젠더 갈등·반동 담론이 형성·강화되는 장으로 삼아, 그 담론이 보여주는 젠더 갈등·혐오·정치적 부족주의 현상을 분석한다","논문은 온라인 커뮤니티를 젠더 갈등과 정치적 부족주의가 전개되는 장으로 분석하면서, 그 담론이 공론장 역할을 수행하는지 검토하고(ROLE_FIELD_PUBLICSPHERE), 동시에 젠더 갈등 자체와 혐오의 비즈니스화 현상을 보여주는 창으로 활용한다(ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE). | 논문은 온라인 커뮤니티를 젠더·반동 담론이 형성되는 공론장으로 보고, 그 담론이 보여주는 젠더 갈등과 혐오 현상을 분석하므로 FIELD_PUBLICSPHERE와 WINDOW_GENDER·WINDOW_HATE 코드에 높은 확률을 부여한다 | 논문은 온라인 커뮤니티를 젠더 갈등·반동 담론이 형성·강화되는 공간으로 분석하고, 그 과정에서 결집력이라는 관계적 자원(사회적 자본)과 젠더 갈등(윈도우‑젠더) 및 혐오(윈도우‑혐오) 현상을 동시에 조명한다."
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_FIELD_PUBLICSPHERE,run1:ROLE_FIELD_PUBLICSPHERE; run2:ROLE_FIELD_PUBLICSPHERE; run3:ROLE_WINDOW_MISC,False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 맘카페라는 온라인 커뮤니티를 어머니들이 자신의 경험과 지식을 공유하고 독자적인 용어를 생산하는 장으로 삼아, 모성의 의료화 담론이 어떻게 형성·강화되는지를 분석한다 | 이 논문은 맘카페라는 온라인 커뮤니티를 어머니들이 모유수유와 관련된 경험·지식을 공유하고 독자적인 용어를 생산하는 장으로 삼아, 그 담론이 어떻게 형성·강화되는지를 분석한다 | 이 논문은 맘카페의 모유수유 담론을 분석하여, 어머니들의 경험·지식이 공유되는 장으로서 온라인 커뮤니티를 연구하면서, 그 담론이 모성의 의료화라는 외부 사회현상을 드러내는 창으로 활용한다","논문은 온라인 커뮤니티를 어머니들의 경험·지식 공유와 독자적 용어 생산의 장으로 보고, 그 안에서 모성 의료화 담론이 형성되는 과정을 분석하므로 FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다; 다른 FIELD, WINDOW, ENV 코드들은 본문에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티를 어머니들의 모유수유 담론이 형성·공유되는 장으로 보고, 그 역할과 담론 생산 과정을 분석하므로 FIELD_PUBLICSPHERE 코드가 가장 부합한다 | 논문은 맘카페 담론을 통해 모성 의료화라는 외부 현상을 보여주는 창으로 온라인 커뮤니티를 활용하므로 ROLE_WINDOW_MISC에 높은 확률을 부여하고, 다른 FIELD·WINDOW·ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다"
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE",OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run2:ROLE_WINDOW_HATE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 정치·사회·문화적 혐오가 교차·결합되는 현상을 보여주는 창으로 삼아, 혐오 키워드들의 결합 양상을 정량·정성 분석한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 삼아 혐오 키워드가 정치·사회·문화적 축을 교차·결합하는 양상을 분석한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 삼아 정치·사회적 혐오 키워드가 어떻게 결합·교차하여 정치적 양극화와 사회적 갈등을 증폭시키는지를 분석한다","온라인 커뮤니티를 혐오 현상의 교차점을 드러내는 창으로 활용하고 혐오 키워드 결합을 분석하므로 WINDOW_HATE와 WINDOW_POLARIZE 코드가 가장 부합한다 | 온라인 커뮤니티 게시글을 통해 혐오 키워드의 교차·결합 양상을 분석한 점이 ROLE_WINDOW_HATE 코드에 가장 부합한다. | 논문은 온라인 커뮤니티 게시글을 창(window)으로 활용해 정치·사회적 혐오 키워드의 결합 양상을 분석하고, 이 과정이 정치적 양극화와 사회 갈등을 어떻게 증폭시키는지를 설명하므로 ROLE_WINDOW_HATE와 ROLE_WINDOW_POLARIZE에 해당한다; 다른 FIELD·ENV 코드는 연구 초점과 일치하는 근거가 텍스트에 존재하지 않는다"
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 교회의 신앙 공동체를 유지·확대하기 위한 수단으로 온라인 공동체를 분석하고, 소그룹 활동과 교회 밖 연계 등을 통해 공동체 형성에 미치는 역할을 탐구한다 | 이 논문은 온라인 공동체를 교회의 공동체 형성과 사회적 연대·참여를 가능하게 하는 장으로 삼아, 온라인 환경에서 신자들의 인식 변화와 소그룹 활동이 교회의 공론장 역할 및 사회적 자본 형성에 미치는 영향을 분석한다 | 이 논문은 온라인 공동체를 교회의 신앙 공동체를 형성·유지하는 장으로 삼아, 온라인을 통한 소그룹 활동과 사회적 책임 참여가 교회 공동체성에 미치는 영향을 분석한다","논문은 온라인 공동체를 교회 내·외의 소그룹 활동을 통한 신앙 공동체 형성의 장으로 분석하므로, 관계·연대·네트워크 형성이라는 사회적 자원(ROLE_FIELD_SOCIALCAPITAL)에 해당하고, 다른 WINDOW·FIELD·ENV 코드들은 근거 문장이 없으므로 부여되지 않는다 | 논문은 온라인 공동체를 교회의 공론장 및 사회적 자본 형성의 장으로 분석하므로 FIELD_PUBLICSPHERE와 FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 그 외 WINDOW·ENV 코드들은 본문에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다 | 온라인 공동체를 교회 내 관계·연대·네트워크 형성의 장으로 분석하고 있어 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,ENV_COMMUNITY_DEMOGRAPHIC,ENV_COMMUNITY_DEMOGRAPHIC,"ENV_COMMUNITY_DEMOGRAPHIC, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 삼아, 결속적 온라인 활동이 삶의 만족도에 미치는 영향을 연령·시기별로 비교 분석한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·축적되는 공간으로 삼아, 결속적 온라인 활동이 삶의 만족도에 미치는 영향을 코로나19 전후 시기와 연령별로 비교 분석한다 | 이 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 삼아, 그 활동이 삶의 만족도에 미치는 영향을 시기와 연령에 따라 비교 분석한다","온라인 커뮤니티를 사회적 자본 형성의 장으로 분석하고, 그 활동이 삶의 만족도에 미치는 영향을 연령·시기별로 비교한 연구이므로 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 ROLE·ENV 코드는 근거가 없으므로 낮은 확률로 미부여 처리한다 | 논문은 온라인 커뮤니티를 사회적 자본이 형성·축적되는 장으로 보고, 결속적 활동이 삶의 만족도에 미치는 영향을 시기·연령별로 비교함으로써 사회자본 관점의 FIELD_SOCIALCAPITAL 분석에 초점을 맞추었다 | 논문은 온라인 커뮤니티를 사회적 자본이 축적되는 장으로 보고, 그 활동이 삶의 만족도에 미치는 효과를 시기·연령별로 비교함으로써 ROLE_FIELD_SOCIALCAPITAL 코드를 가장 강하게 뒷받침한다; 다른 ROLE·ENV 코드는 초록에 해당 근거가 없으므로 낮은 확률로 평가된다"
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_PUBLICSPHERE; run3:없음,False,1/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 스누라이프 커뮤니티의 태그 달기 활동을 집단 기억을 형성·유지하는 메커니즘으로 삼아, 온라인 사회운동의 형태와 작동 과정을 분석한다 | 이 논문은 스누라이프 커뮤니티의 태그 달기 활동을 집단 기억을 형성·유지하는 사회운동의 한 형태로 보고, 그 과정이 온라인 공간에서 어떻게 이루어지는지를 분석한다 | 이 논문은 스누라이프 커뮤니티를 집단 기억이 형성·유지되는 공간으로 삼아, 태그달기라는 사회운동 메커니즘이 어떻게 자생적으로 형성되고 작동하는지를 분석한다","스누라이프의 태그 달기 현상을 집단 기억을 재생산하는 사회운동 메커니즘으로 분석하므로, 온라인 커뮤니티가 관계·자원의 형성(사회운동·집단 기억) 장으로 작동한다는 점에서 FIELD_SOCIALCAPITAL 코드가 가장 부합한다 | 스누라이프 내 태그 달기 현상을 집단 기억을 재생산하는 사회운동으로 분석함으로써, 온라인 커뮤니티가 공론장 역할을 수행한다는 점이 가장 핵심이며, 다른 코드들은 근거가 되는 텍스트가 없어 낮은 확률로 평가된다 | 논문은 온라인 커뮤니티를 집단 기억이 형성되는 장으로 보고 태그달기 메커니즘을 분석하지만, 공론장 역할, 관계·신뢰·연대, 정치·젠더·혐오 현상, 혹은 회원제·거버넌스·인구통계·생애주기·익명성 등 11개 코드가 요구하는 구체적 비교·분석 근거가 텍스트에 존재하지 않으므로 모든 코드는 미부여로 평가된다"
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음; run2:없음; run3:없음,True,3/3,run1:없음; run2:없음; run3:없음,False,True,True,이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육 운영 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육·실시 수단으로만 활용한다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하는 과정에서 온라인 커뮤니티를 교육 도구 및 실시간 화상회의 플랫폼으로만 활용한다,"논문은 온라인 커뮤니티를 교육 프로그램 운영의 도구로만 언급하고, 커뮤니티 자체의 역할, 담론, 관계, 혹은 환경적 특성을 분석하지 않으므로 모든 코드에 대해 0.5 미만의 확률을 부여한다 | 온라인 커뮤니티는 교육 프로그램 실행을 위한 플랫폼으로만 언급되며, 커뮤니티 자체의 담론, 관계, 사회현상, 혹은 환경적 특성에 대한 분석이 전혀 이루어지지 않는다 | 온라인 커뮤니티는 교육 프로그램 운영을 위한 수단으로만 언급되며, 커뮤니티 자체의 담론, 관계, 환경 조건 등을 분석하거나 외부 사회현상을 설명하는 창으로 활용되지 않는다"
