id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
11,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티의 팬덤 게시글을 분석해, 팬덤 내부에서 감정·윤리·규범이 형성·작동하는 과정을 탐구하고, 이를 통해 윤리적 실천과 신자유주의적 통치성이 어떻게 구성되는지를 설명한다 | 이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티의 팬덤 담론을 분석하면서, 팬덤이 윤리적 실천과 감정 정치의 매개체로 작동하고 신자유주의적 통치성을 강화하는 과정을 설명한다 | 이 논문은 더쿠·디시인사이드·네이트판 등 온라인 커뮤니티의 팬덤 담론을 분석하여, 팬덤이 윤리적 실천과 감정 정치의 매개체로 작동하며 신자유주의적 통치성을 재생산하는 현상을 설명한다","팬덤 담론을 분석 대상으로 삼아 관계·규범·감정이 형성되는 장을 탐구하므로 FIELD_PUBLICSPHERE와 FIELD_SOCIALCAPITAL 코드가 가장 적합하며, 다른 WINDOW·ENV 코드들은 근거가 부족해 미부여로 평가된다 | 논문은 온라인 커뮤니티 내 팬덤 담론을 통해 감정·규범적 관계가 형성되는 과정을 분석하므로, FIELD_SOCIALCAPITAL 코드가 가장 적합하다 | 온라인 팬덤 담론을 통해 윤리적 주체화와 감정 정치가 신자유주의 통치성을 재생산하는 과정을 설명하므로, WINDOW_MISC 코드가 가장 적합하다"
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_WINDOW_MISC,"run1:ROLE_WINDOW_MISC; run2:ROLE_FIELD_PUBLICSPHERE,ROLE_WINDOW_MISC; run3:ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여라는 외부 사회현상을 보여주는 창으로서 어떻게 작동하고 그 특성을 분석한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여 과정과 확산을 보여주는 창으로서 어떻게 작동하는지를 분석한다 | 이 논문은 디시인사이드 정치토론 게시판을 사례로 삼아, 온라인 커뮤니티가 정치참여라는 사회현상을 보여주는 창으로서 어떻게 작동하고 그 과정과 특성이 어떻게 나타나는지를 분석한다","논문은 온라인 커뮤니티를 정치참여 현상을 관찰하는 사례(window)로 활용하고, 그 참여 양상과 효과를 분석하므로 ROLE_WINDOW_MISC 코드가 가장 높은 확률을 차지한다 | 디시인사이드 정치토론 게시판을 통해 정치참여라는 외부 현상을 관찰하고, 그 과정에서 커뮤니티가 공론장으로 기능한다는 점을 동시에 조명한다 | 논문은 온라인 커뮤니티를 정치참여라는 외부 사회현상을 관찰하는 사례(window)로 활용하고, 그 현상의 과정과 특성을 분석하므로 ROLE_WINDOW_MISC 코드가 가장 부합한다"
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV_COMMUNITY_LIFECYCLE,ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY,ENV_ONLINE_ANNONIMITY,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY",OK,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY","run1:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run2:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run3:ENV_ONLINE_ANNONIMITY,ROLE_WINDOW_GENDER",False,0/3,run1:ROLE_WINDOW_MISC; run2:ROLE_WINDOW_MISC; run3:ENV_COMMUNITY_LIFECYCLE,True,True,True,"이 논문은 메갈리아 온라인 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 내부 갈등, 그리고 이러한 분화가 구성원 이탈과 커뮤니티 쇠퇴로 이어지는 과정을 분석한다 | 이 논문은 메갈리아 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 내부 갈등, 그리고 그로 인한 커뮤니티 쇠퇴 현상을 분석한다 | 이 논문은 메갈리아 커뮤니티를 익명성 수준에 따른 정체성·담론 분화와 내부 갈등, 그리고 그로 인한 커뮤니티 쇠퇴 과정을 분석한다","본 연구는 익명성 수준에 따른 정체성·담론 분화와 그로 인한 구성원 이탈·커뮤니티 쇠퇴를 분석함으로써, ENV_ONLINE_ANNONIMITY와 ENV_COMMUNITY_LIFECYCLE가 핵심 코드이며, 내용의 특성상 ROLE_WINDOW_MISC가 가장 적합하다 | 본 연구는 익명성 수준이라는 구조적 여건이 정체성·담론을 어떻게 분화시키고, 그 결과 커뮤니티의 생애주기와 쇠퇴에 영향을 미치는지를 분석하므로, ROLE_WINDOW_MISC, ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY 코드가 가장 부합한다 | 본 연구는 익명성 수준에 따른 정체성·담론 분화와 그로 인한 커뮤니티 이탈·쇠퇴를 분석하므로, 성별·젠더 관련 담론(GENDER)과 커뮤니티 생애주기(LIFECYCLE), 그리고 익명성 수준 비교(ANONYMITY) 코드가 가장 부합한다."
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 자전거 온라인 커뮤니티를 구성원 간 의례와 정서·규범이 형성되는 장으로 삼아, 그 상호작용 과정과 도덕적 표준 조정 메커니즘을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 구성원 간의 유대·정서·규범이 형성·조정되는 상호작용 의례의 장으로 삼아, 그 과정에서 나타나는 관계적 자원과 협력적 행동을 분석한다 | 이 논문은 온라인 자전거 커뮤니티를 구성원 간 상호작용 의례와 정서·신뢰 형성의 장으로 삼아, 그 안에서 형성되는 관계와 사회적 자본을 분석한다","논문은 온라인 자전거 커뮤니티 내에서 구성원 간 의례와 정서·규범이 어떻게 형성·조정되는지를 분석하므로, 관계·자본 형성에 초점을 맞춘 FIELD_SOCIALCAPITAL 코드가 가장 적합하다 | 온라인 자전거 커뮤니티를 관계·규범이 형성되는 장으로 분석한 점이 가장 핵심이며, 이는 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 높은 확률로 반영된다 | 논문은 커뮤니티 내부의 의례와 협력 과정을 통해 신뢰·연대·정서적 에너지가 어떻게 형성되는지를 중점적으로 분석하므로, 사회적 자본을 다루는 FIELD_SOCIALCAPITAL 코드가 가장 적합하다"
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 디시인사이드 바람의 화원·바람의 나라 갤러리를 사회적 자본이 커뮤니티 제도(재생산)에 미치는 영향을 분석하는 장으로 삼아, 사회적 자본의 구성요소와 그 효과를 탐구한다 | 이 논문은 디시인사이드 두 갤러리를 사례로 삼아, 온라인 커뮤니티 내 사회적 자본이 제도(재생산)의 성공 여부에 미치는 영향을 분석한다 | 이 논문은 디시인사이드 두 갤러리를 사례로 사회적 자본이 온라인 커뮤니티의 제도(재생산)에 미치는 영향을 분석한다","논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 미치는 영향을 분석하는 장으로 활용하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 높은 확률을 차지한다 | 논문은 온라인 커뮤니티를 사회적 자본이 제도 재생산에 미치는 영향을 분석하는 FIELD‑SOCIALCAPITAL 사례로 활용한다 | 논문은 온라인 커뮤니티를 사회적 자본이 제도적 재생산에 어떻게 작용하는지를 분석하는 FIELD‑SOCIALCAPITAL 연구로, 다른 WINDOW·ENV 코드와는 관련성이 낮다"
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,OK,"ROLE_FIELD_SOCIALCAPITAL, ROLE_WINDOW_GENDER","run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER; run2:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 20‑30대 여성 온라인 커뮤니티(더쿠)를 젠더갈등 현상의 창으로 삼아, 그 안에서 감정·정체성·동질감·팬덤 전략이 어떻게 형성·전개되는지를 분석한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티를 사례로 삼아 젠더 갈등 담론의 감정·정체성 동학을 분석하고, 그 과정에서 형성되는 관계·동질감과 팬덤 전략을 통해 드러나는 젠더 갈등 현상을 동시에 조명한다 | 이 논문은 20‑30대 여성 온라인 커뮤니티(더쿠)를 사례로 삼아 젠더 갈등 담론의 형성과 감정동학을 분석하면서, 그 담론이 드러내는 사회적 갈등 현상을 설명한다","논문은 여성 커뮤니티를 젠더갈등을 드러내는 창으로 활용하면서, 내부 구성원 간 동질감·정체성·팬덤 전략이라는 관계적 자원의 형성과 작동을 분석하므로 ROLE_WINDOW_GENDER와 ROLE_FIELD_SOCIALCAPITAL이 가장 부합한다 | 논문은 여성 커뮤니티 내에서 젠더 갈등 담론이 어떻게 형성·전개되는지를 분석하면서, 구성원 간의 동질감·정체성 재구성이라는 관계적 자원의 작동을 강조하므로 ROLE_FIELD_SOCIALCAPITAL와 ROLE_WINDOW_GENDER가 가장 핵심적인 코드이다 | 논문은 여성 커뮤니티 내 젠더 갈등 담론과 감정동학을 중심으로 분석하므로 ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 차지한다."
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,,,ROLE_WINDOW_GENDER,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",True,0/3,run1:없음; run2:없음; run3:ENV_COMMUNITY_DEMOGRAPHIC,False,False,True,"이 논문은 온라인 커뮤니티를 2030 남성들의 세대·성별 결집과 정치적 부족주의·젠더 갈등을 분석하는 사례로 삼아, 반여성주의·혐오·메아리방 효과 등이 어떻게 전개되는지를 설명한다 | 이 논문은 온라인 커뮤니티를 젠더 갈등과 정치적 부족주의가 결합된 현상을 분석하는 사례로 삼아, 남성·여성 간의 반동·혐오 담론과 그 전략을 조사한다 | 이 논문은 온라인 커뮤니티를 2030 남성들의 성별·세대 결집과 정치적 부족주의가 작동하는 장으로 삼아, 그 안에서 형성·강화되는 젠더 갈등 담론을 분석하고, 그 담론이 보여주는 반동·혐오 현상을 비판한다","논문은 온라인 커뮤니티를 젠더 갈등과 반여성주의·혐오 현상의 창으로 활용해 분석하므로 ROLE_WINDOW_GENDER와 ROLE_WINDOW_HATE 코드가 가장 높은 확률을 보이며, 다른 코드들은 근거가 부족해 낮은 확률로 평가된다 | 본 논문은 온라인 커뮤니티를 통해 젠더 갈등과 반여성주의적 혐오의 전개를 분석하므로 ROLE_WINDOW_GENDER와 ROLE_WINDOW_HATE가 주요 코드이다 | 논문은 온라인 커뮤니티를 젠더 갈등 담론이 형성·강화되는 장으로 분석하고, 그 담론이 반동·혐오 현상을 드러내는 사례이므로 ROLE_WINDOW_GENDER과 ROLE_WINDOW_HATE가 주요 코드이며, 2030 남성이라는 인구통계적 특성을 중심으로 논의하므로 ENV_COMMUNITY_DEMOGRAPHIC도 부여된다."
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_WINDOW_MISC,"run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC; run2:ROLE_WINDOW_MISC; run3:ROLE_FIELD_PUBLICSPHERE",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 맘카페라는 온라인 커뮤니티를 어머니들의 경험·지식이 공유되고 독자적 용어가 생산되는 장으로 분석하면서, 모성의 의료화라는 사회현상을 설명한다 | 이 논문은 맘카페의 모유수유 담론을 분석하여 온라인 커뮤니티를 모성 의료화 현상을 드러내는 사례로 삼고, 어머니들의 경험과 지식이 생산·공유되는 공간으로 형성되는 과정을 설명한다 | 이 논문은 맘카페의 모유수유 관련 게시글을 분석하여, 온라인 커뮤니티가 어머니들의 경험·지식을 공유하고 새로운 용어를 생산하는 장으로서 모성의 의료화 과정을 조명한다","온라인 커뮤니티를 어머니들의 지식·경험 공유와 새로운 용어 생산의 장으로 분석한 점이 사회적 관계 자원의 형성을 보여주어 FIELD_SOCIALCAPITAL에 해당하고, 동시에 모성 의료화라는 외부 사회현상을 설명하는 사례로 활용되어 WINDOW_MISC에도 해당한다 | 온라인 커뮤니티를 모성 의료화 현상의 사례이자 어머니들의 경험·지식이 생산·공유되는 장으로 분석한 점이 ROLE_WINDOW_MISC 코드에 가장 부합한다 | 온라인 커뮤니티가 모성 의료화 담론을 형성·공유하는 장으로 기능한다는 점이 가장 핵심적인 분석 대상이므로 ROLE_FIELD_PUBLICSPHERE 코드에 가장 높은 확률을 부여한다."
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE",OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run2:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE",True,0/3,run1:ROLE_WINDOW_GENDER; run2:없음; run3:ROLE_WINDOW_GENDER,False,True,True,"이 논문은 온라인 커뮤니티 게시글에 나타난 혐오 키워드 결합 양상을 분석하여, 정치·사회·문화적 혐오가 어떻게 교차·증폭되는지를 조사한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 하여 혐오 키워드의 결합 양상을 분석하고, 그 결합이 정치·사회·문화적 갈등을 어떻게 증폭시키는지를 설명한다 | 이 논문은 온라인 커뮤니티의 게시글을 자료로 하여 정치·사회·문화적 혐오 키워드가 어떻게 결합·증폭되는지를 분석한다","논문은 온라인 커뮤니티를 혐오 키워드 결합 현상의 사례(window)로 활용해 정치적 양극화와 성별·인종·세대 혐오가 서로 교차·증폭되는 과정을 분석한다 | 논문은 온라인 커뮤니티 게시글을 통해 혐오 키워드 결합을 분석함으로써 정치적 양극화와 혐오 확산(ROLE_WINDOW_POLARIZE, ROLE_WINDOW_HATE)을 설명한다 | 온라인 커뮤니티 게시글을 통해 혐오 키워드의 결합 양상을 분석하고, 그 과정에서 정치적 양극화와 성별·인종·세대 기반 혐오가 교차·증폭되는 현상을 설명하므로 ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE, ROLE_WINDOW_GENDER 코드가 가장 부합한다."
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 공동체를 교회의 신앙·사회적 연대 형성의 장으로 삼아, 온라인 환경에서의 인식 변화와 소그룹 활동을 통해 공동체성 확보와 사회적 책임 수행을 어떻게 가능하게 하는지를 분석한다 | 이 논문은 교회의 온라인 공동체를 신앙 실천과 사회적 책임을 구현하는 장으로 삼아, 온라인 소그룹 활동과 신자들의 인식 변화를 분석한다 | 이 논문은 온라인 공동체를 교회의 공동체 형성과 신자들의 인식 변화를 살피는 장으로 삼아, 온라인 소그룹 활동이 교회 밖에서도 지속될 수 있는 방안을 분석한다","온라인 공동체를 교회의 사회적 연대와 공동체성 형성의 장으로 분석하고 있으므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 높은 확률을 차지한다. | 논문은 온라인 소그룹 활동을 통해 교회 내 관계적 자원과 공동체성을 형성·강화하는 과정을 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다 | 온라인 공동체가 교회 내 관계·연대(사회적 자본) 형성의 장으로 분석된 점이 가장 핵심이며, 다른 코드들은 논문 내용에서 근거가 부족해 낮은 확률을 부여한다"
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,ENV_COMMUNITY_DEMOGRAPHIC,ENV_COMMUNITY_DEMOGRAPHIC,"ENV_COMMUNITY_DEMOGRAPHIC, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC; run3:ROLE_FIELD_SOCIALCAPITAL",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티 활동을 사회적 자본 형성의 장으로 삼아, 비대면 상황 전후(2017‑2021)와 연령별로 삶의 만족도에 미치는 영향을 비교 분석한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·작용하는 장으로 삼아 삶의 만족도에 미치는 영향을 분석하고, 코로나19 팬데믹 전후라는 외부 사회현상의 변화를 설명하기 위해 2017년과 2021년 데이터를 비교한다 | 이 논문은 온라인 커뮤니티 활동을 사회적 자본이 형성·작용하는 공간으로 보고, 비대면 상황 전후와 연령에 따라 삶의 만족도에 미치는 영향을 비교 분석한다","온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 보고, 그 활동이 삶의 만족도에 미치는 영향을 시기와 연령에 따라 비교한 연구이다 | 온라인 커뮤니티를 사회적 자본 형성의 장으로 분석한 점과 팬데믹 전후 삶의 만족도 차이를 설명하기 위해 커뮤니티 데이터를 활용한 점이 각각 ROLE_FIELD_SOCIALCAPITAL와 ROLE_WINDOW_MISC 코드에 가장 부합한다 | 온라인 커뮤니티를 사회적 자본이 형성되는 장(field)으로 설정하고, 그 활동이 삶의 만족도에 미치는 영향을 시기·연령별로 비교한 것이 연구의 핵심이다"
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,ERR,,run1:없음; run2:ROLE_WINDOW_MISC; run3:없음,False,2/3,run1:없음; run2:없음; run3:없음,False,False,False,이 논문은 스누라이프 온라인 커뮤니티의 태그 달기 현상을 집단 기억을 재생산하고 사회운동 형태로 조직되는 과정으로 분석한다 | 이 논문은 스누라이프 커뮤니티에서 태그 달기라는 실천을 통해 특정 정치 사건에 대한 집단 기억이 어떻게 지속·재생산되는지를 분석한다 | 이 논문은 스누라이프 온라인 커뮤니티에서 태그 달기라는 사회운동 형태가 집단 기억을 지속적으로 재생산하는 과정을 분석한다,"논문은 온라인 커뮤니티의 태그 달기 현상을 사회운동 메커니즘으로 분석하지만, 공론장·관계자본·정치·젠더·혐오·다른 사회현상·회원제·운영·인구통계·생애주기·익명성 등 11개 코드가 요구하는 구체적 비교·분석 내용이 없으므로 모든 코드가 미부여된다 | 스누라이프의 태그 달기 실천을 통해 특정 사건 기억이 지속되는 과정을 분석한 점이 가장 핵심이며, 이는 WINDOW_MISC 코드에 가장 부합한다 | 논문은 온라인 커뮤니티 내 태그 달기 현상을 사회운동·집단 기억 형성 메커니즘으로 분석하지만, 공론장, 사회자본, 정치·젠더·혐오 현상, 혹은 환경적 비교 조건을 다루지 않아 모든 코드가 미부여로 평가된다"
23,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,ERR,ERR,,,ERR,ERR,,run1:없음; run2:없음; run3:없음,True,3/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하며, 온라인 커뮤니티는 프로그램 운영 수단으로만 언급된다 | 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하고 실행하며, 온라인 커뮤니티는 프로그램 운영 수단으로만 활용된다 | 이 논문은 유아교사의 디지털역량 강화 교육 프로그램을 개발·실시하는 과정에서 온라인 커뮤니티를 교육 운영 수단으로만 활용한다","온라인 커뮤니티가 교육 프로그램 실행을 위한 플랫폼으로만 활용되어, 어떠한 사회현상 분석이나 관계·담론 형성, 환경 조건 비교 등에 대한 논의가 없으므로 모든 코드에 해당하지 않는다 | 온라인 커뮤니티가 교육 프로그램 실행의 도구로만 언급되고, 그 자체의 사회현상, 관계·담론, 혹은 환경 조건을 분석 대상으로 삼지 않으므로 모든 코드가 미부여된다 | 온라인 커뮤니티가 교육 프로그램 실행을 위한 도구로만 언급되어, 커뮤니티 자체의 사회적 역할, 담론 형성, 관계 자원, 혹은 환경적 특성에 대한 분석이 없으므로 모든 코드가 미부여된다"
