id,title,class1_raw,class1_code,class2_raw,class2_code,gold_codes,majority_status,majority_codes,run_details,full_agreement,error_runs,dropped_by_cap_runs,gold_dropped_by_cap,exact_match,gold_covered,focuses,rationales
11,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,ROLE_WINDOW_MISC,ROLE_WINDOW_MISC,,,ROLE_WINDOW_MISC,OK,"ROLE_FIELD_SOCIALCAPITAL, ROLE_WINDOW_MISC","run1:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC; run3:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC",True,0/3,run1:없음; run2:없음; run3:없음,False,False,True,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 팬덤 내 감정정치와 윤리적 실천을 분석함으로써 신자유주의적 통치성이라는 사회현상을 설명하고, 동시에 그 과정에서 커뮤니티 내부의 관계와 담론 형성 메커니즘을 직접 조사하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 팬덤 내 감정·규범·위계가 어떻게 윤리적 실천과 신자유주의적 통치성을 매개하는지를 분석함으로써, 커뮤니티 내부 관계와 외부 사회현상의 연결 고리를 드러내기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다, 왜냐하면 팬덤 내부의 감정·위계·규범이 커뮤니티 내에서 형성·작동하며 윤리적 실천과 감정 정치라는 외부 사회현상을 설명하는 사례로 활용되기 때문이다.","논문은 팬덤 내 감정·위계·규범을 분석해 관계·담론 형성(ROLE_FIELD_SOCIALCAPITAL)을 중심으로 다루며, 동시에 이러한 현상이 신자유주의적 통치성을 강화한다는 외부 현상(ROLE_WINDOW_MISC)을 설명한다. | 논문은 팬덤이라는 온라인 커뮤니티 내부의 감정·규범·위계 관계를 분석해 사회적 자원(신뢰·연대) 형성을 탐구하고, 동시에 그 현상이 외부의 윤리적 갈등과 신자유주의 통치성을 드러내는 사례로 활용하므로 FIELD_SOCIALCAPITAL과 WINDOW_MISC 코드에 높은 확률을 부여한다. | 팬덤 내 감정·위계·규범의 형성을 분석함으로써 관계·담론이 형성되는 공간(ROLE_FIELD_SOCIALCAPITAL)으로서의 온라인 커뮤니티를 강조하고, 윤리적 실천과 신자유주의적 통치성이라는 외부 현상을 설명하는 사례(ROLE_WINDOW_MISC)로 활용한다는 점이 가장 핵심적인 분류 근거이다."
12,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,ROLE_WINDOW_MISC,run1:ROLE_WINDOW_MISC; run2:ROLE_WINDOW_MISC; run3:ROLE_WINDOW_MISC,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 디시인사이드의 정치토론 게시판을 사례로 네트워크 시대의 정치참여와 그 영향·특성을 분석하고 있기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로, 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 디시인사이드 정치토론 게시판을 사례로 네트워크 시대의 정치참여 과정과 특성을 분석하고, 해당 커뮤니티가 정치참여 방식을 형성하고 변화시키는 역할을 동시에 조명하기 때문이다.","논문은 디시인사이드 정치토론 게시판을 사례로 네트워크 시대의 정치참여 현상을 설명하고 있어, 온라인 커뮤니티를 외부 사회현상의 관찰 창으로 활용한다는 점에서 ROLE_WINDOW_MISC 코드가 가장 부합한다. | 논문은 디시인사이드 정치토론 게시판을 정치참여라는 외부 사회현상의 사례로 분석하므로 WINDOW_MISC 코드가 가장 부합한다. | 논문은 디시인사이드 정치토론 게시판을 사례로 정치참여라는 외부 현상을 설명하면서, 동시에 해당 커뮤니티가 정치참여 방식을 형성하고 변화시키는 공간으로 분석하므로 ROLE_WINDOW_MISC에 높은 확률을 부여하고, 다른 코드들은 초록에 근거가 없으므로 낮은 확률로 미부여 처리한다."
13,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,ENV_COMMUNITY_LIFECYCLE,ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY,ENV_ONLINE_ANNONIMITY,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY",OK,"ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY","run1:ENV_ONLINE_ANNONIMITY,ROLE_WINDOW_MISC; run2:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY; run3:ENV_COMMUNITY_LIFECYCLE,ENV_ONLINE_ANNONIMITY",False,0/3,run1:ENV_COMMUNITY_LIFECYCLE; run2:ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_MISC,True,True,True,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다, 그리고 환경 조건이 다른 비교 대상으로 삼는다. 왜냐하면 익명성 수준이라는 구조적 여건에 따라 커뮤니티 내 정체성·담론이 어떻게 분화하고, 그 결과 커뮤니티의 성장·쇠퇴가 어떻게 전개되는지를 분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 그리고 환경 조건이 다른 비교 대상으로 삼는다. 왜냐하면 익명성 수준에 따라 정체성이 분화되는 과정을 분석하고, 이러한 구조적 여건이 커뮤니티의 생애와 갈등 전개에 미치는 영향을 탐구하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 그리고 환경 조건이 다른 비교 대상으로 삼는다. 왜냐하면 익명성 수준에 따른 정체성 분화와 내부 갈등 전개, 그리고 커뮤니티 쇠락 과정을 분석하여 구조적 여건이 커뮤니티 행동에 미치는 영향을 밝히고자 하기 때문이다.","논문은 익명성 수준이라는 구조적 조건을 비교하면서 커뮤니티 내부의 정체성·담론 분화를 분석하고, 그 결과로 나타나는 구성원 이탈과 커뮤니티 쇠퇴라는 생애주기 현상을 제시하므로 WINDOW_MISC, ENV_COMMUNITY_LIFECYCLE, ENV_ONLINE_ANNONIMITY 코드에 높은 확률을 부여한다. | 본 논문은 익명성 수준이라는 구조적 여건을 비교 대상으로 삼아 정체성·담론의 분화를 분석하고, 그 결과가 커뮤니티의 생애주기와 갈등 전개(이탈·쇠락)와 연결됨을 보여주므로 ENV_ONLINE_ANNONIMITY와 ENV_COMMUNITY_LIFECYCLE에 높은 확률을 부여하고, 성차별 주제가 두드러진 점을 근거로 ROLE_WINDOW_GENDER를 부여한다. | 논문은 익명성 수준에 따른 정체성 분화와 내부 갈등, 그리고 커뮤니티 쇠락을 분석함으로써 온라인 커뮤니티를 관계·담론이 형성되는 공간이자 환경 조건이 다른 비교 대상으로 활용하고, 그 결과는 커뮤니티 생애주기와 익명성 차이에 대한 차별적 영향을 보여준다."
14,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 자전거 커뮤니티 내에서 구성원들이 의례적 상호작용을 통해 정서적 에너지와 도덕적 표준을 공유·조정하며, 이러한 과정이 커뮤니티의 결속과 정체성을 형성하는 핵심 메커니즘으로 분석되기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 자전거 커뮤니티에서 이루어지는 상호작용 의례를 분석함으로써 구성원 간의 유대, 정서적 에너지, 협력적 작업 및 도덕적 표준이 어떻게 형성·작동하는지를 밝히고자 하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 자전거 커뮤니티에서 이루어지는 상호작용 의례와 규범, 정서적 에너지의 생산 과정을 분석함으로써 구성원 간의 유대와 협력적 관계가 어떻게 형성·작동하는지를 밝히고자 하기 때문이다.","논문은 온라인 자전거 커뮤니티 내 의례적 상호작용을 중심으로 관계와 담론이 형성되는 과정을 분석하므로 FIELD_SOCIALCAPITAL 코드가 가장 높은 확률을 차지하고, 공론장 기능이나 외부 사회현상(윈도우) 및 환경 조건에 대한 비교·분석은 제시되지 않아 다른 코드는 낮은 확률로 평가된다. | 논문은 온라인 자전거 커뮤니티 내부의 상호작용 의례와 그 과정에서 형성되는 유대·정서·협력·도덕적 표준을 분석하므로 관계·담론이 형성되는 공간 자체에 초점을 두며, 이는 사회적 자본(신뢰·연대·네트워크) 형성 연구와 일치한다. 따라서 ROLE_FIELD_SOCIALCAPITAL 코드에 높은 확률을 부여하고, 다른 WINDOW·ENV 코드는 초록에 해당 근거가 없으므로 낮은 확률로 평가한다. | 논문은 온라인 자전거 커뮤니티 내부의 상호작용 의례와 규범을 분석하여 구성원 간 유대와 정서적 에너지(관계·담론 형성) 를 중심으로 다루므로 FIELD_SOCIALCAPITAL 코드가 가장 부합한다; 다른 FIELD, WINDOW, ENV 코드들은 논문 내용에서 해당 현상이나 비교 분석이 나타나지 않아 낮은 확률을 부여한다."
15,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티의 제도인 재생산에 영향을 끼치는 사회적 자본의 구성요소를 탐구하고, 사회적 자본 개념을 적용·수정하여 분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티의 제도인 재생산에 사회적 자본이 어떻게 영향을 미치는지를 실증적으로 분석하고, 사회적 자본 개념을 해당 커뮤니티에 적용·수정하려는 목표를 가지고 있기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티의 제도인 재생산이 사회적 자본에 의해 달라진다는 가설을 검증하고, 사회적 자본 개념을 적용·수정하여 두 커뮤니티의 제도적 차이를 탐구하기 때문이다.","논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 공간으로 분석하고, 제도적 재생산에 미치는 사회적 자본 요소를 탐구하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 온라인 커뮤니티를 사회적 자본이 형성·작동하는 장으로 분석하고 있어 FIELD_SOCIALCAPITAL 코드가 가장 부합한다; 다른 FIELD, WINDOW, ENV 코드들은 초록에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다. | 논문은 온라인 커뮤니티 내에서 사회적 자본이 제도적 재생산에 미치는 영향을 분석함으로써 관계·담론이 형성되는 공간 자체를 연구 대상으로 삼으며, 이는 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 부합한다."
16,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,OK,ROLE_WINDOW_GENDER,"run1:ROLE_WINDOW_GENDER; run2:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_GENDER; run3:ROLE_WINDOW_GENDER",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 젠더갈등이라는 사회현상을 설명하기 위해 20‑30대 여성 커뮤니티의 감정동학을 분석하고, 여성가족부 폐지 담론을 사례로 사용했기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로, 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 연구는 여성가족부 폐지라는 젠더 갈등 사건을 사례로 삼아 그 현상을 살피면서, 동시에 해당 커뮤니티 내에서 구성원들의 정체성 재구성·동질감 형성 과정을 분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로, 그리고 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 20‑30대 여성 커뮤니티를 통해 젠더갈등이라는 사회현상의 감정동학을 살피고, 그 안에서 구성원들의 정체성 재구성·동질감·팬덤 전략 등 담론과 관계 형성 과정을 분석하기 때문이다.","논문은 여성가족부 폐지 담론을 통해 나타난 젠더갈등을 설명하기 위해 온라인 커뮤니티를 사례로 삼았으며, 이에 따라 ROLE_WINDOW_GENDER 코드가 가장 높은 확률을 차지한다. | 본 논문은 젠더 갈등 현상을 사례로 삼아 분석하고 동시에 커뮤니티 내 관계·담론 형성을 탐구하므로 ROLE_WINDOW_GENDER와 ROLE_FIELD_SOCIALCAPITAL이 주요 코드이며, 다른 코드는 근거가 부족해 미부여로 평가된다. | 논문은 여성가족부 폐지 담론을 중심으로 젠더갈등을 설명하기 위해 20‑30대 여성 온라인 커뮤니티를 사례로 삼으며, 해당 커뮤니티 내에서의 정체성·동질감·팬덤 전략 등 담론과 관계 형성을 분석한다는 점에서 WINDOW_GENDER 코드가 가장 부합한다."
17,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,ROLE_WINDOW_GENDER,ROLE_WINDOW_GENDER,,,ROLE_WINDOW_GENDER,OK,"ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE","run1:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run2:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE; run3:ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE",True,0/3,run1:없음; run2:ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_POLARIZE,False,False,True,이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 온라인 커뮤니티에서 나타나는 젠더 갈등과 반동적 혐오 담론을 분석하여 사회적 현상을 설명하려 하기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 온라인 커뮤니티를 통해 젠더 갈등·정치적 양극화·혐오 비즈니스화라는 사회현상을 분석하고자 하기 때문이다.,"논문은 온라인 커뮤니티를 통해 젠더 갈등과 반동적 혐오 현상을 분석하고자 하므로 WINDOW_GENDER와 WINDOW_HATE 코드가 가장 높은 확률을 차지하며, 다른 FIELD·ENV 코드는 논문 내용과 일치하지 않아 낮은 확률을 부여한다. | 논문은 온라인 커뮤니티를 젠더 갈등·정치적 부족주의·혐오 비즈니스화 등 사회현상의 구체적 사례로 활용하고 있어 WINDOW_GENDER, WINDOW_HATE, 그리고 POLARIZE 코드에 높은 확률을 부여한다; FIELD와 ENV 코드들은 연구 초점에 포함되지 않아 낮은 확률로 평가된다. | 논문은 온라인 커뮤니티를 젠더 갈등, 정치적 양극화, 혐오 비즈니스화라는 외부 사회현상의 사례로 활용하고 있어 WINDOW_GENDER, WINDOW_POLARIZE, WINDOW_HATE 코드에 높은 확률을 부여한다."
18,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,ROLE_FIELD_PUBLICSPHERE,ROLE_FIELD_PUBLICSPHERE,,,ROLE_FIELD_PUBLICSPHERE,OK,"ROLE_FIELD_SOCIALCAPITAL, ROLE_WINDOW_MISC","run1:ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로, 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 맘카페의 모유수유 담론을 분석해 모성의 의료화라는 사회현상을 설명하고, 동시에 어머니들이 경험과 지식을 공유하는 장으로서 온라인 커뮤니티의 역할을 강조하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 어머니들이 자신들만의 주관적인 경험과 지식을 표현하고 공유하기 위한 독자적인 용어들이 생산되는 장으로서 온라인 커뮤니티의 역할에 주목하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 모성의 의료화 현상을 드러내는 사례로서 게시글을 분석하고, 동시에 어머니들이 경험과 지식을 공유하고 독자적인 용어를 생산하는 장으로서 커뮤니티의 역할을 강조하기 때문이다.","논문은 맘카페 게시글을 분석해 모성 의료화라는 외부 현상을 설명하고, 동시에 어머니들의 경험·지식 공유 장으로서 커뮤니티를 강조하므로 WINDOW_MISC 코드에 가장 높은 확률을 부여하고, 다른 ROLE·ENV 코드는 근거가 부족해 낮은 확률로 평가한다. | 논문은 온라인 커뮤니티를 어머니들의 경험·지식 공유와 독자적 용어 생산이라는 관계·담론 형성의 장으로 분석하여 사회적 자본 형성에 초점을 맞추고, 정치·젠더·혐오 등 외부 현상이나 환경적 조건에 대한 비교·평가는 제시하지 않는다. | 논문은 온라인 커뮤니티를 모성 의료화라는 외부 현상을 드러내는 사례이자, 어머니들이 경험과 지식을 공유하며 독자적 용어를 생산하는 담론 형성의 장으로 동시에 활용한다는 점에서 FIELD_SOCIALCAPITAL과 WINDOW_MISC 코드에 가장 높은 확률을 부여한다."
19,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,ROLE_WINDOW_HATE,ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE,ROLE_WINDOW_POLARIZE,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE",OK,"ROLE_WINDOW_HATE, ROLE_WINDOW_POLARIZE","run1:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run2:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE; run3:ROLE_WINDOW_HATE,ROLE_WINDOW_POLARIZE",True,0/3,run1:ROLE_WINDOW_GENDER; run2:없음; run3:ROLE_WINDOW_GENDER,False,True,True,"이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 온라인 커뮤니티에 나타난 혐오 키워드의 결합과 확산 양상을 분석하여 정치·사회·문화적 갈등을 설명하려고 하기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 혐오와 정치·사회·문화 갈등이 온라인 커뮤니티에서 어떻게 결합·표현되는지를 분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 혐오와 정치·사회·문화적 갈등이라는 현상이 온라인 커뮤니티에서 어떻게 교차·결합되는지를 분석하고, 이를 통해 사회적 갈등의 메커니즘을 설명하려고 하기 때문이다.","본 논문은 온라인 커뮤니티를 혐오 현상의 사례창으로 활용하여, 정치적 양극화와 성별·인종·세대 기반 혐오가 어떻게 결합·증폭되는지를 분석하므로 ROLE_WINDOW_POLARIZE, ROLE_WINDOW_GENDER, ROLE_WINDOW_HATE 코드에 높은 확률을 부여한다. FIELD 및 ENV 코드들은 연구 초점과 내용에 부합하는 근거가 없으므로 낮은 확률로 미부여 처리한다. | 본 논문은 온라인 커뮤니티를 혐오와 정치·사회·문화 갈등이라는 외부 사회현상을 드러내는 창으로 활용하며, 혐오 키워드 결합 분석과 정치적 양극화와의 연계 고찰을 통해 WINDOW_HATE와 WINDOW_POLARIZE 코드가 중심적임을 보여준다. | 논문은 온라인 커뮤니티를 혐오·양극화·성별 갈등이라는 외부 사회현상의 구체적 사례로 분석하므로 WINDOW 계열 코드가 중심이며, 특히 혐오(ROLE_WINDOW_HATE)와 정치적 양극화(ROLE_WINDOW_POLARIZE), 성별 혐오(ROLE_WINDOW_GENDER)와 관련된 근거 문장이 초록에 명시돼 있어 높은 확률을 부여한다. FIELD 및 ENV 코드들은 커뮤니티 자체의 기능·구조·특성에 대한 논의가 없으므로 낮은 확률로 미부여 처리한다."
20,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_FIELD_SOCIALCAPITAL,"run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,ROLE_WINDOW_MISC",False,0/3,run1:없음; run2:없음; run3:없음,False,True,True,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 환경 조건이 다른 비교 대상으로 삼는다. 왜냐하면 교회가 온라인 공동체를 통해 소그룹 활동과 공동체성을 확보하고, 온라인 환경이 신앙생활과 사회 참여에 미치는 영향을 분석하고 있기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 교회 소그룹 활동과 신자들의 인식 변화를 통해 온라인 공동체가 교회의 공동체성 확보와 사회적 책임 수행에 어떻게 기여하는지를 분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로, 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 교회가 코로나 사태 이후 신앙생활을 유지·전환하는 과정에서 온라인 공동체의 인식 변화와 소그룹 활동을 통한 공동체성 확보 가능성을 탐색하고, 이러한 변화가 교회의 사회적 역할과 책임에 어떤 영향을 미치는지를 분석하기 때문이다.","논문은 온라인 공동체를 교회의 관계·담론 형성 공간이자 환경적 요인으로 분석하며, 소그룹 활동을 통한 공동체성 확보와 사회적 책임 참여를 강조하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 중심적이다. | 논문은 온라인 공동체를 교회 소그룹 활동과 신자 인식 변화라는 맥락에서 관계·담론이 형성되는 공간으로 분석하고 있으며, 이는 온라인 커뮤니티가 신뢰·연대·네트워크와 같은 사회적 자원을 형성·활용하는 방식을 탐구한다는 점에서 ROLE_FIELD_SOCIALCAPITAL 코드에 가장 부합한다. | 논문은 온라인 커뮤니티를 교회의 공동체 형성과 사회적 역할 변화를 분석하는 장으로 활용하고 있어 관계·담론 형성(ROLE_FIELD_SOCIALCAPITAL)과 그 외 사회현상 사례(ROLE_WINDOW_MISC) 두 측면이 가장 부합한다."
21,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,ENV_COMMUNITY_DEMOGRAPHIC,ENV_COMMUNITY_DEMOGRAPHIC,"ENV_COMMUNITY_DEMOGRAPHIC, ROLE_FIELD_SOCIALCAPITAL",OK,ROLE_FIELD_SOCIALCAPITAL,run1:ROLE_FIELD_SOCIALCAPITAL; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_FIELD_SOCIALCAPITAL,True,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티 활동이 사회적 자본을 형성하고 삶의 만족도에 미치는 영향을 비교분석하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티 활동이 사회적 자본(인적 네트워크·연대·신뢰)과 삶의 만족도에 미치는 영향을 분석하고, 연령·시기 차이를 비교함으로써 커뮤니티 내 관계 형성 메커니즘을 조명하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 온라인 커뮤니티 활동이 사회적 자본을 형성하고 삶의 만족도에 미치는 영향을 분석하기 때문이다.","논문은 온라인 커뮤니티를 사회적 자본이 형성되는 공간으로 분석하므로 ROLE_FIELD_SOCIALCAPITAL 코드가 가장 부합한다. | 논문은 온라인 커뮤니티 활동이 사회적 자본을 형성하고 삶의 만족도에 미치는 영향을 분석하므로, 관계·담론이 형성되는 공간으로서의 역할(FIELD_SOCIALCAPITAL)이 중심이며, 다른 WINDOW·ENV 코드들은 근거가 부족해 부여되지 않는다. | 논문은 온라인 커뮤니티 활동이 사회적 자본을 형성하고 삶의 만족도에 미치는 영향을 분석하므로 관계·담론 형성 공간(ROLE_FIELD_SOCIALCAPITAL)으로 가장 부합한다."
22,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,ROLE_FIELD_SOCIALCAPITAL,ROLE_FIELD_SOCIALCAPITAL,,,ROLE_FIELD_SOCIALCAPITAL,OK,ROLE_WINDOW_MISC,run1:ROLE_WINDOW_MISC; run2:ROLE_FIELD_SOCIALCAPITAL; run3:ROLE_WINDOW_MISC,False,0/3,run1:없음; run2:없음; run3:없음,False,False,False,"이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 태그 달기 메커니즘을 통해 집단 기억이 재생산되는 과정을 분석하고, 온라인 사회운동의 특성을 규명하기 때문이다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다. 왜냐하면 태그달기라는 자생적 메커니즘을 통해 집단기억이 지속적으로 재생산되는 과정을 분석하고, 이를 사회운동 이론과 연결짓는다. | 이 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간 자체로 삼는다, 외부 사회현상을 관찰하는 사례로 삼는다. 왜냐하면 태그달기라는 실천을 통해 집단기억이 재생산되는 과정을 분석하고, 이를 사회운동 메커니즘으로 해석함으로써 온라인 커뮤니티가 어떻게 사회적 현상을 보여주는 창이자 자체적인 담론 형성 장으로 작용하는지를 밝히고자 하기 때문이다.","논문은 온라인 커뮤니티를 집단 기억이 재생산되는 담론 형성의 장으로 분석하므로 FIELD 코드는 부여되지 않으며, 태그를 통한 특정 사건 기억 재현이라는 사회현상 사례를 제시해 WINDOW_MISC 코드가 가장 적합하다. | 논문은 온라인 커뮤니티를 관계·담론이 형성되는 공간으로 보고, 태그달기 메커니즘을 통해 집단기억이라는 관계적 자원이 어떻게 형성·작동하는지를 분석하므로 ROLE_FIELD_SOCIALCAPITAL에 해당한다. | 논문은 온라인 커뮤니티를 집단기억 재생산이라는 외부 사회현상의 사례이자, 태그달기라는 실천을 통해 담론이 형성되는 장으로 동시에 분석하고 있으므로 WINDOW_MISC 코드에 가장 높은 확률을 부여하고, 다른 ROLE·ENV 코드들은 본문에 해당 근거가 없으므로 낮은 확률로 미부여 처리한다."
