focus,class1,class2,id,author,published_year,title,journal,abstract
"> 주제 : 이 논문은 갓생세대의 장원영을 컨텐츠로 소비하는 팬덤의 윤리적 주체화와 감정정치, 신자유주의적 통치성과 상호접속하는지 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 장원영을 소비하는 팬덤을 이해하는 창으로서 연구한다.",ROLE_WINDOW_MISC,,11,석승혜·유승호,2025,윤리적 매개자로서 셀러브리티와 팬덤의 감정 정치: 갓생 세대의 장원영 소비하기,문화와 사회,"본 연구는 갓생 세대의 장원영 소비를 통해, 윤리적 주체화와 감정 정치, 그 리고 신자유주의적 통치성이 어떻게 상호 접속하는지를 분석하고자 했다. 이는 최근 셀러브리티에 대한 사회적 요구가 문화정치의 대리인을 넘어서 정서적ᆞ 도덕적 지도자의 역할로 확장되고 있는 현상에 주목한 것이다. 분석을 위해 청 년세대가 활발히 활동하는 더쿠, 디시인사이드, 네이트판 등의 온라인 커뮤니티 를 분석 대상으로 설정하고, 해당 게시글을 중심으로 담론 분석을 수행하였다. 연구 결과는 다음과 같다. 첫째, ‘원영적 사고’는 갓생세대의 자기지향적 윤리적 실천을 재현하는 존재로 기능하였으며, 팬덤은 이를 자기절제, 성실, 멘탈 관리 등으로 재정의하여 일상적 윤리 실천의 모델로 내면화하였다. 둘째, 팬덤 내부에 서 감정은 실천의 지속성을 보장하는 동력으로 작동하며, 위계와 규범적 기대를 형성하였다. 아는 팬덤의 감정정치가 개인의 정체성 놀이를 넘어, 윤리적 실천과 자부심, 규범화 과정을 통해 집단적 질서와 위계를 구성하는 방식으로 확장되고 있음을 의미한다. 셋째, 장원영 팬덤의 윤리적 위계는 팬덤 외부와의 갈등을 야 기하지만, 이는 동일한 윤리 규범을 둘러싼 진정성 경쟁으로 나타났다. 이 과정 은 윤리적 다양성보다 특정 윤리를 절대화하고 신자유주의적 통치성을 강화하 는 결과로 이어졌다. 이상의 결과를 통해 본 연구는 팬덤이 단순한 취향 공동체 가 아니라 윤리적 실천을 매개로 신자유주의적 통치성이 문화적·정서적 차원으 로 심화되는 장임을 규명하였다. 나아가 본 연구는 기존 셀러브리티 연구와 팬 덤 연구 사이의 간극을 넘어, 셀러브리티의 위상 변화와 팬덤의 윤리적 주체화 과정을 통해 양자를 통합적으로 조망하고 있다는 점에서 의의가 있다."
"> 주제 : 이 논문은  네트워크의 결집체로서 인터넷이 정치과정 특히 정치참여에 어떤 영향을 미치는 지 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 공론장으로서 역할이 형성되는 장으로서 연구한다.",ROLE_FIELD_PUBLICSPHERE,,12,송경재,2005,네트워크 시대의 인터넷 정치참여: 탄핵정국 디시인사이드 정치토론 게시판을 중심으로,담론201,"본 논문은 네트워크의 결집체로서 인터넷이 정치과정 특히 정치참여에 어떤 영향을 미치는 지를 분석하고자 한다. 2004년 탄핵정국 동안 온라인과 오프라 인에서의 활동으로 사회적 반향을 불러일으킨 인터넷 사이트 <디시인사이드>의 ‘정치토론 게시판’을 사례 연구하여 IT 기반 네트워크 시대의 정치참여가 가지 는 함의와 정치참여 과정, 확산, 그리고 특성을 분석하고자 했다.  연구결과, 첫째, 탄핵정국 동안 디시의 정치토론 게시판은 ‘네트워크 정치참 여(political participation of network)’라 불릴만한 참여방식을 형성했다. 그로인해 네티즌들의 정치참여 내용은 풍부화 되고 유용성뿐만 아니라 커뮤니 케이션을 통해 정치적 관심을 유지하는데 기여했다. 둘째, 네트워크형 정치참 여는 정치참여의 활성화.주체의 보편화.방식의 다양화라는 새로운 참여를 가 능케 하고 있다. 셋째, 정치참여 측면에서 인터넷 네트워크는 단순히 도구론적 이용이 아니라, 참여의 성격을 바꾸고 자발적인 참여를 촉진시키는데 긍정적인 기여를 할 수도 있다. 넷째, 사이버 공간에서 아주 작은 규모의 참여라도 개인에게 미치는 영향은 큰 효과를 발휘해 민주주의의 학습장으로 발전할 가능성을 발견했다.  이와 함께 네트워크로 인한 정치참여의 용이함은 반대로 책임 없는 참여로 나갈 수 있다는 것과 일상에서 참여의 강화 여부, 그리고 정보격차의 심화 등 이 문제점으로 지적되어 네트워크 정치참여와 관련한 보다 많은 연구가 필요성 도 확인되었다."
"> 주제 : 이 논문은  익명상황에서 형성되는 사회적 정체성의 분화에 주목하여 상이한 해석이 도출된 원인을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티의 익명성과 커뮤니티의 생애주기라는 특성을 활용하여 연구한다.",ENV_ONLINE_ANNONIMITY,ENV_COMMUNITY_LIFECYCLE,13,송준모·강정한,2018,메갈리아의 두 딸들: 익명성 수준에 따른 온라인 커뮤니티의 정체성 분화,한국사회학,"전투적 여성주의를 표방한 온라인 커뮤니티 메갈리아의 정체성에 대해 온라인 여성주의에서부터 혐오사이트에 이르기까지 다양한 해석이 존재한다. 본 연구는 익명상황에서 형성되는 사회적 정 체성의 분화에 주목하여 상이한 해석이 도출된 원인을 탐색한다. 글쓴이 ID 공개 여부로 구분되 는 익명성 수준(완전익명, 부분익명)에 따라 게시물에 나타난 담론 내용의 차이를 파악하고 내부 갈등의 전개 양상을 재구성하기 위해 2015년에서 2016년에 이르는 메갈리아의 생애에 걸친 전체 게시물 162,893건을 분석하였다. 자연어처리 기법(토픽모델링, Word2Vec)을 활용한 분석결과에 따르면 전체 게시물에서 성차별과 연관있는 주제의 비중이 높았으며, 내부 갈등과 연관된 주제의 비중은 크지 않았다. 한편 완전익명 게시물에서는 메갈리아 방언을 이용한 분노 표출 토픽들이 배타적인 선호를 보였으며, 부분익명 게시물에서는 성차별 반대 캠페인 관련 토픽들이 배타적 선 호를 보였다. 이러한 담론의 분화는 게시물의 대다수를 차지하는 완전익명 게시글에 주목하느냐, 혹은 주요 글쓴이에 주목하며 부분익명 게시글의 흐름을 파악하느냐에 따라 메갈리아의 정체성 을 전혀 다르게 파악하게 한다. 더불어 익명성 수준에 상관없이 공유되는 주제 내에서도 정체성 간 사용하는 단어가 배타적으로 나뉘거나 공유단어의 활용맥락이 달라지는 방식으로 갈등이 발 전한다. 두 가지 방식이 모두 관찰된 성소수자 논쟁의 경우 구성원의 대거 이탈과 커뮤니티의 쇠 락을 야기했다. 이러한 연구결과를 통해 온라인 커뮤니티에서 사용자들이 익명성 수준과 같은 구 조적 여건에 반응하여 정체성을 형성하고 상호작용하는 방식과, 커뮤니티의 생애과정 전개를 통 합적으로 이해하는 분석틀의 발전에 기여하길 기대한다."
"> 주제 : 이 논문은 온라인 자전거 커뮤니티의 대화를 기반으로 구성되는 결사의 특성을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 상호작용의 장이자 유대와 정서적 에너지를 고양시키는 장을 제공한다는 관점에서 연구한다.",ROLE_FIELD_SOCIALCAPITAL,,14,심보선,2014,온라인 커뮤니티의 상호작용 의례: 자전거 커뮤니티 사례를 중심으로,문화와 사회,"이 연구는 랜들 콜린스와 어빙 고프먼의 “상호작용 의례” 이론을 빌려와 온 라인 자전거 커뮤니티에서 이루어지는 대화를 분석하고 이를 통해 구성되는 결 사의 특성을 밝히고자 했다. 온라인 자전거 커뮤니티는 구성원들이 자전거라는  ‘신성한 대상’을 중심으로 유대하고 정서적 에너지를 고양시키는 결사라고 할  수 있다. 커뮤니티 구성원들은 반복적인 의례행위, 관심대상, 기분 등을 공유함 으로써, 공통의 상징과 정서와 규범을 만들어간다. 이러한 의례 과정은 회원들 이 존대와 처신, 수습절차 등의 의례 규칙들을 협력적으로 표현하고 수행함으로 써 이루어진다. 이를 통해 회원들은 자신과 타인들의 언행을 조절하고 문제에 대처해 나간다. 자전거 온라인 커뮤니티 내부에는 자전거와 비자전거, 온라인과 오프라인, 결사내부와 결사외부가 공존한다. 온라인 커뮤니티는 이와 같은 ‘이질 적인 것들의 공존’을 해석하고 조절하는 노력 속에서 유지된다. 때로는 이 과정 에서 격렬한 감정적 논쟁, 즉, ‘플레이밍’이 야기되고 이는 커뮤니티의 유대와 정서적 에너지를 약화시키는 결과를 가져온다. 이때 회원들은 협력적 작업을 통 해 다양한 도덕적 표준들을 확인하고 제안하며 내부의 의례균형을 회복하고 위기를 극복하려 한다. 이 연구는 한 평범한 온라인 커뮤니티의 상호작용 의례를 분석하면서 온라인 상호작용에 대한 비관론과 낙관론 모두를 지양하고자 했다. 온라인 커뮤니티의 회원들은 무수한 실패와 반복되는 위기 속에서도, 때로는 일 상적으로, 때로는 긴급하게, 지속적인 대화와 협력의 상호작용 의례를 통해, 자 신들이 속한 결사를 유익하고, 즐겁고, 동시에 도덕적으로 정당한 결사로 구성 해간다."
"> 주제 : 이 논문은 온라인 커뮤니티에서의 재생산이 사회적 자본에 의해 달라진다는 가설을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 재생산을 수행하는 사회자본 형성의 장으로 활용하여 연구한다.",ROLE_FIELD_SOCIALCAPITAL,,15,이헌아·류석진,2013,온라인 커뮤니티의 사회적 자본과 제도: 디시인사이드 바람의 화원/바람의 나라 갤러리를 중심으로,정보사회와 미디어,"본 논문은 온라인 커뮤니티의 제도를 ‘재생산’이라고 보고, 제도의 성패가 사회적 자본에 의해 달라진다는 가설을 검증하는 목표를 갖고 있다. 이를 위해 이론적으로 로버트 퍼트남(Robert D.Putnam)의 ‘사회적 자본(social capital)' 개념을 소개하고, 다른 연구를 통해 측정 가능하도록 개념을 보완한 뒤, 이를 온라인 커뮤니티에 맞게 수정 및 적용했다. 구체적으로 가설을 검증하기 위해 비슷한 시기에 나타났으나 양상은 크게 달랐던 두 온라인 커뮤니티를 선정하여 NodeXL 프로그램을 이용, 사회적 자본에 대한 실증적인 분석을 하였다. 본 논문은 온라인 커뮤니티에도 사회적 자본 개념을 적용할 수 있다고 보았으며, 온라인 커뮤니티의 제도인 재생산에 영향을 끼치는 사회적 자본의 구성요소를 탐구했다. 또한 온라인 커뮤니티에 맞는 사회적 자본 개념이 기존과는 다를 수 있음을 지적하고 있다."
"> 주제 : 이 논문은 젠더갈등에 주목하여, 여성 커뮤니티를 중심으로 감정동학을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 젠더 갈등을 이해하는 창으로 활용하여 연구한다.",ROLE_WINDOW_GENDER,,16,이혜수,2023,한국사회의 젠더갈등과 감정동학: 2022년 대선 여성가족부 폐지 담론을 중심으로,지역사회학,"한국사회의 갈등 양상은 지역갈등에서 세대갈등, 나아가 젠더갈등으로 지형이 변화해 왔다. 본 논문은 그 중에서도 ‘감정의 갈등화’로 치닫는 대표적 현상으로서의 젠더갈등에 주목하고, 젠더갈등 이슈에 민감하게 반응하는 20-30대 여성 커뮤니티를 중심으로 감정동학을 관찰하고자 하였다. 2022년 20대 대통령 대선은 한국사회의 새로운 갈등지형 변화를 보여주었던 사례로서, 이와 관련해 젠더갈등이 촉발된 계기였던 ‘여성가족부 폐지 담론’을 중심으로 네트노그라피 분석을 실시하였다. 대표적인 20-30대 여성 온라인 커뮤니티인 더쿠를 8개월간 참여관찰하고 이를 빅터 터너의 사회적 드라마 모델을 통해 분석하였다.그 결과 ‘여성가족부 폐지 공약’을 시작으로 온라인 커뮤니티 내의 사회적 드라마는 시간적 흐름에 따라 위반-위기-교정-재통합 및 분열의 4단계 구조를 보여주고 있었다. 그 가운데 내부 구성원들은 리미널리티와 코뮤니타스 과정을 거쳐 정체성을 재구성하고, 동질감을 공유하며, 그들의 정체성을 드러낼 수있는 팬덤 전략을 통해 정치적 의견을 개진하고자 하는 모습을 보였다."
"주제 : 이 논문은 젠더갈등에 주목하여 젠더 게임의 주자와 현재 쓰이고 있는 전술과 전략을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 젠더 갈등을 이해하는 창으로 활용하여 연구한다.",ROLE_WINDOW_GENDER,ROLE_WINDOW_HATE,17,윤지영,2021,젠더 게임 해부하기: 정치적 부족주의에 입각한 반동의 정치에 대한 비판,문화와 사회,"이 논문은 팬데믹 시대의 장기화로 인한 여러 불안정성과 취약성의 감각을 젠더 갈등의 렌즈로만 환원하고 있는 사회현상을 ‘젠더 게임’으로 명명하고자 한다. 필자는 이 논문에서 젠더 게임의 주자들은 누구이며 젠더 게임을 가동하기 위해 현재 쓰이고 있는 전술, 전략들이 무엇인가를 다각도로 분석할 것이다. 이를 위하여 첫 번째로 온라인 커뮤니티를 중심으로 한 2030 남성들의 세대적, 성별적 결집력이 정치적 부족주의의 형태로 가동되는 데에 있어, 어떠한 개념의 오용과 점거가 일어나는가에 대해 면밀히 검토할 것이다. 두 번째로 비대면 사회가 가속화한 네트워크 접속력의 증가로 인하여, 비슷한 목소리만이 증폭, 확산되는 메아리방 효과와 동종선호가 성차별의 문제를 5060 남성들이 5060 여성들에게 가하는 세대 문제로만 축소하여 이를 확증편향하게 만들고 있는데, 이러한 주장이 어떠한 점에서 논리적 모순인가를 드러낼 것이다. 마지막으로 백래시라는 반여성주의적 반동의 전선들이 혐오의 비즈니스화와 정치화로 나아가고 있는 국면 속에서, 이에 대항하기 위한 구체적 저항 전략들을 설계해 보고자 한다.
"
"> 주제 : 이 논문은 모성의 과학화에 대한 기존 논의를 확장하여 모성의 의료화가 심화되어 나가고 있는지 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 모성의 과학화를 이해하는 창으로, 그리고 자신들만의 경험과 지식이 생산되는 사회자본 형성의장으로 활용하여 연구한다.",ROLE_WINDOW_MISC,,18,왕혜숙·송민이,2021,모성의 의료화: 맘카페의 모유수유 담론을 중심으로,사회사상과 문화,"모성에 대한 기존 연구들은 주로 양육과 가사노동의 합리적 통제를통해 모성이 과학화되고 있음을 주장한다. 이 논문은 맘카페의 모유수유와 관련된 게시글들에 대한 분석을 통해, 모성의 과학화에 대한 기존 논의를 확장하여 모성의 의료화가 심화되어 나가고 있음을 확인해본다. 기존 논의에서 과학화의 대상은 주로 육아나 가사노동에 한정되어 있던것에 반해, 논문의 분석 결과는 의료화의 대상이 어머니의 몸 자체로 확장되고 있음을 보여준다. 나아가, 분석 결과를 토대로 이 논문은 모성의의료화 현상을 이끄는 주체와 방식에 대한 질문을 던진다. 기존 연구들에서 모성의 과학화를 주도하는 주체는 근대국가(인구통치)의 생체권력과 결합한 의료전문가들로 지목된다. 여기서 어머니들은 거시적인 주체들의 논리를 실천하는 역할만을 담당하는 수동적 존재이다. 이에 반해분석 결과는 어머니들이 의료전문가들의 의료지식과 전문용어에 절대적으로 의존하기보다는 자신들만의 경험과 지식에 더욱 의존하는 영향을보여준다. 특히 이 논문은 어머니들이 자신들만의 주관적인 경험과 지식을 표현하고 공유하기 위한 독자적인 용어들이 생산되는 장으로서 온라인 커뮤니티의 역할에 주목한다."
"> 주제 : 이 논문은 혐오의 축들이 어떻게 교차하는지, 혐오 키워드들이 어떻게 결합하는지에 대해 분석 연구한다.
> 온라인 커뮤니티 : 이를 위해 혐오를 이해하는 창으로 활용하여 연구한다.",ROLE_WINDOW_HATE,,19,정유라·이신행·노승미·구정우·서찬석,2025,혐오와 혐오가 만날 때: 온라인 커뮤니티에 나타난 정치 혐오 및 사회 혐오 키워드의 결합에 대한 분석,정보사회와 미디어,"온라인 커뮤니티는 민주적 소통의 공간으로 주목받았으나 동시에 갈등 및 혐오의 온상으로 지적되어 오기도 했다. 기존의 연구들은 정치적 양극화에 따라 나타나는 상대 당파에 대한 혐오, 이민자의 증가에 따라 등장하는 외국인 혐오, 또는 사회적 균열의 축을 따라 팽창하는 젠더 기반 혐오 및 세대 기반 혐오 등에 각기 주목해왔다. 이러한 연구들을 바탕으로 본 연구는 이러한 혐오의 축들이 어떻게 교차하는지, 혐오 키워드들이 어떻게 결합하는지에 대해 분석했다. 우선 11개의 주요 온라인 커뮤니티에서 2016년에서 2022년 사이에 작성된, 혐오 키워드를 포함하는 게시글들을 모두 수집한 후, 정리된 빅데이터를 바탕으로 주제 별 혐오 키워드들이 다른 혐오 키워드들과 함께 이용되는 양태를 양적으로 살펴보고 직접 혐오 키워드들이 결합된 문장들에 대한 질적 분석을 수행했다. 분석 결과, (1) 진보 진영에 대한 혐오가 나이 든 세대에 대한 혐오와 결합하는 양상, (2) 중국, 이슬람, 동남아 등 각기 다른 민족에 대한 혐오가 서로 맞물리며 진보 진영에 대한 혐오와 만나는 양상, 그리고 (3) 여성에 대한 혐오가 진보 진영에 대한 혐오와 결합하는 양상을 발견할 수 있었다. 나아가, 텍스트에 대한 질적 분석을 통해, 사회적 갈등과 혐오가 정치적 양극화 및 상대 정파에 대한 혐오와 만나 증폭되고 있는 양태를 구체적으로 확인할 수 있었다. 본 연구는 정치적 양극화와 사회적 양극화가 맞물리는 가운데 혐오의 정치가 정치, 사회, 문화에 걸쳐 퍼져있음을 이해하는데 있어 이론적, 실질적 함의를 지닌다."
"> 주제 : 이 논문은 교회 환경 요소 가운데 하나인 온라인에 대한 개신교 신자들의 인식 변화를 살펴보고 온라인 공동체의 가능성에 대하여 연구한다.
> 결론 : 
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 온라인 공동체를 형성하는 사회자본 형성의 장으로 활용하여 연구한다.",ERR,,20,정재영,2023,뉴노멀 시대에 한국교회의 변화와 전망: 온라인 공동체를 중심으로,종교와 사회,"코로나 사태로 인해 한국교회는 교회관과 신앙관에서 큰 변화를 경험하고 있다. 코로나 사태 동안 경험한 인식의 변화는 교회 활동이나 신앙생활이 이전의 방식으로 이루어지기 어렵게 만들고 있다. 따라서 교회는 새로운 시대를 위한 준비가 필요하다. 기독교 신앙의 본질을 고수하면서 미래 사회에서 어떻게 적실성 있는 신앙생활을 이루어 갈 수 있을지에 대한 깊은 고민이 필요하다. 코로나 사태가 안정이 된다고 하더라도 이미 온라인 방식에 익숙해진 신자들은 대면 방식에만 의지하지 않고 필요에 따라 두 가지 방식을 병행하게 될 것이다. 이러한 상황에서 기독교 신앙을 담보할 수 있는 예배의 형식과 내용은 무엇인지, 변하는 환경 속에서 신앙공동체를 어떻게 이룰 수 있는지 고민해야 한다. 그리고 중요한 것은 이것이 교회라고 하는 건물과 조직 그리고 제도를 유지하기 위한 것인가 진정한 기독교 정신과 가치의 실현에 대한 것인가를 따져보아야 한다.
이러한 점에서 이 글에서는 교회 환경 요소 가운데 하나인 온라인에 대한 개신교 신자들의 인식 변화를 살펴보고 온라인 공동체의 가능성에 대하여 살펴보았다. 그리고 대부분의 교회에서 운영하고 있는 소그룹 활동을 통해서 교회의 공동체성을 확보할 수 있음을 강조하였다. 그러나 문제는 현재 교회 모임의 대부분이 교회 울타리 안에서만 이루어지고 있다는 점이다. 뉴노멀 시대에는 전통적으로 중요하게 여겨왔던 ‘모이는 교회’보다 ‘흩어지는 교회’에 대한 관심이 높아지고 있다. 따라서 앞으로는 교회의 소그룹 활동이 교회 밖에서도 이루어질 수 있도록 지원할 필요가 있다. 그리고 소그룹 참여자들이 사회의식을 갖고 적극 참여할 수 있도록 독려해야 한다.
코로나 19는 교회에 큰 위협이 되고 있지만 이제는 이것을 변화의 기회로 삼아야 한다. 기존의 관행이나 고정 관념을 고수하기보다 신앙생활의 참뜻을 이해하는 것이 더욱 중요하다. 예배당 중심의 신앙생활을 강조하기보다 공동체 예배와 개인의 삶으로서의 예배 사이의 균형 그리고 일상생활에서 신앙의 실천이 강조되어야 한다. 이것이 개신교가 따르는 종교개혁의 정신이다. 스스로 공동체를 이룰 뿐만 아니라 우리 사회에서 책임 있는 공동체로서의 역할을 감당할 수 있도록 교회 사역을 전환하는 것이 한국교회가 코로나 위기를 잘 극복할 뿐만 아니라 신앙의 본질을 회복하는 일이 될 것이다."
"> 주제 : 이 논문은 온라인 커뮤니티 활동과 삶의 만족도에 미치는 영향에 대해 연령과 시기를 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를사회자본을 형성하는 장으로 활용한다.",ROLE_FIELD_SOCIALCAPITAL,,21,최미연·이창준,2022,비대면 상황에서의 온라인 커뮤니티 활동이 삶 만족도에 미치는 영향: 코로나19 이전(2017년)과 이후(2021년) 비교를 중심으로,정보사회와 미디어,"본 연구는 코로나19 펜데믹 전인 2017년과 이후인 2021년의 한국미디어패널 데이터를 활용 하여 사회적 자본 관점에서 온라인 커뮤니티 활동과 삶의 만족도에 미치는 영향에 대해 연령과 시기를 비교분석하였다. 전국 조사대상자 중 만13세 이상을 대상으로 수집된 2017년(8,907 명)과 2021년(9,820명)의 응답 데이터를 분석하여 온라인 커뮤니티 활동과 사회적 자본 간의 관계를 밝히고, 각 시기, 연령 간 삶의 만족도에 어떠한 차이가 나타나는지 분석하였다. 분석 결과, 결속적 온라인 활동을 많이 할수록 삶의 만족도에 정(+)의 영향을 미치고, 연령의 조절 효과는 결속적 온라인 활동에서만 통계적으로 유의하게 삶의 만족도에 영향을 미치는 것으로 나타났다. 이전의 선행연구에서 온라인 활동과 개인의 사회적 자본에 대해 논의되어 왔지만, 본 연구를 통해 비대면 상황과 대면 상황에서 연도별로 비교함으로써 삶의 만족도와 연령 간 차이, 시기별 차이를 다루며 사회적 자본의 확장 측면에서 실증적으로 다루었다는 데에 의의가 있다. 이러한 실증적 연구를 통해 미디어 이용 변화와 커뮤니케이션 유형의 변화 등을 고찰하 여 비대면 상황에서의 사회적 상호작용이 온라인을 매개로 확산된다는 점에서 인적 네트워크 형성과 사회자본 축적의 가능성을 제시한다는 점에서 의의가 있을 것이다."
"> 주제 : 이 논문은 2009년 스누라이프 커뮤니티 내에서 일었던 태그달기가 사회운동으로 틀 잡아가는 과정을 연구한다.
> 온라인 커뮤니티 : 이를 위해 온라인 커뮤니티를 사회자본을 형성하는 장으로 활용하여 연구한다.",ROLE_FIELD_PUBLICSPHERE,ENV_ONLINE_GOVERNACE,22,한신갑,2012,새로운 사회운동 방식을 통한 집단기억의 형성과 유지: 스누라이프에서의 태그달기,기억과 전망,"사람들에게 2009년의 10대 뉴스가 무엇이었는지를 물으면 얼마나 기억해낼 수 있을까? 서울대학교 학생들의 온라인 커뮤니티인 스누라이프(SNULife)에 들어가면, <인기 태그>난을 찾을 수 있다. 이 난에는 그때그때 학생들의 관심을 끄는 사안들에 대한 태그가 나타나고 사라지는데, 그 가운데 지난 두 해 동안 꾸준히 그 자리를 지켜온 것이 2009년 총학생회장 선거에서 선거부정 의혹 사건이 일어났을 때 사용되었던 ‘박진혁’å과 ‘å박징역’이라는 태그다. 이렇게 오랜 기간 이 사건에 대한 기억을 집단차원에서 지속적으로 재생산해내기 위해 자생적으로 만들어진 사회운동의 새로운 한 형태가 바로 ‘태그달기’å다. 이 연구에서는 18개월간의 게시글과 태그를 자료로 삼아, 태그달기가 사회운동으로 틀 잡아가는 과정을 분석한다. 특히 온라인 사회운동의 기제가 오프라인의 그것과 어떤 점에서 근본적으로 달라질 수 있는지를 살펴보고, 그 함의를 사회운동의 이론적, 실천적 맥락과 연관지어 본다."
"> 주제 : 이 논문은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하기 위해 연구한다.
> 온라인 커뮤니티 : 온라인 커뮤니티에 대해 다루지 않는다.",ERR,,23,김교령· 박은혜,2022,유아교사의 디지털역량 강화를 위한 교육 프로그램 개발,육아지원연구,"본 연구의 목적은 유아교사의 디지털역량 강화를 위한 교육 프로그램을 개발하는 데 있다. 이를 위해 분석 단계에서 선행연구 분석 및 현직 유아교사 249명을 대상으로 요구 조사를 실시하였다. 설계및 개발 단계에서는 프로그램(안)을 구성하고, 전문가 타당도 검토를 실시하였다. 실행 단계에서는 현직 유아교사 9명을 대상으로 프로그램(안)을 실행하고, 평가 단계에서는 실행 단계에서 수집한 자료를토대로 수정, 보완하여 최종 프로그램을 개발하였다. 유아교사의 디지털역량 강화를 위한 교육 프로그램은 유아교사의 디지털역량 범주인 교사의 전문적 역량, 교사의 교수학습 역량, 학습자의 역량을 강화하는 것을 교육 목표로 하고, 교육 내용은 교육 목표와 연계하여 5개의 주제를 선정하여 조직하였다.
교수학습 방법은 플립러닝을 기반으로 강의, 개별실습, 워크숍, 토의를 통해 이루어지며, 8회기(15차시) 동안 온라인 커뮤니티와 온라인 실시간 화상회의 플랫폼을 통해 운영된다. 본 연구의 결과는 유아교사의 디지털역량 강화를 위한 프로그램이 적극적으로 실시되어야 하며, 단편적인 기술 활용 교육이아닌 디지털역량을 종합적으로 강화할 수 있는 프로그램이 필요함을 시사한다."
"> 주제 : 이 논문은 해외사례 및 기존도시의 문제점 등을 분석하여 평가지표 인벤토리를 만들고 최종 성별영향평가지표와 계획요소를 설정하기 위해 연구한다.
> 온라인 커뮤니티 : 온라인 커뮤니티에 대해 다루지 않는다.",ERR,,24,이상문(협성대학교),2009,성별영향평가를 통한 김포한강신도시의 여성친화도시 계획수립에 관한 연구,국토연구,"현대도시는 외형적 발전을 했지만 내부적으로 경제력이 약한 여성의 경우 각종 편의서비스 접근에 제약이 존재한다. 신도시건설은 이러한 문제를 해결하면서 미래지향적으로 여성이 살기 좋은 도시를 만들 수 있는 기회다. 따라서 본 논문에서는 해외사례 및 기존도시의 문제점 등을 분석하여 평가지표 인벤토리를 만들고 최종 성별영향평가지표와 계획요소를 설정하였다. 특히 여성친화적 계획요소로는 공원재 여성들의 특성을 반영한 체육공간, 육아 및 보육시설, 여성일자리창출 기회 등이 꼭 필요한 것으로 분석되었다. 이를 바탕으로 김포한강신도시를 사례로 건설과정과 계획안에 대해 성별영향평가를 실시한 다음, 그 결과를 다시 계획안에 반영하는 환류체계를 구축하여 여성친화도시를 실현하고자 하였다. 
이를 위한 정책개선사항은 다음과 같다. 첫째, 법제도에 성인지적 관점을 도입하여야 하고, 둘째, 각종 계획지침 속에 성형평적 도시계획요소를 반영하며, 셋째, 신도시개발 관계자에 대한 교육을 실시할 필요가 있다."
"> 주제 : 이 논문은 내용분석의 정성적 방법과 사회네트워크분석의 정량적 방법을 결합한 혼합연구방법을 제시하기 위해 연구한다. 
> 온라인 커뮤니티 : 온라인 커뮤니티에 대해 다루지 않는다.",ERR,,25,임병학(부산외국어대학교),2019,넷노그래피를 활용한 성경의 핵심어 네트워크 분석,로고스경영연구,"다양한 대용량의 데이터를 처리하는 컴퓨터 기술의 발달로 텍스트 데이터를 분석하는 방법은 사회과학의 양적 방법론과 질적 방법론에서 큰 진전을 이루어 왔다. 본 연구는 이러한 텍스트 데이터에 내용분석과 사회 네트워크 분석을 적용하고자 한다. 내용분석은 주제별 단어의 빈도수 기반 워드클라우드나 워드트리의 시각화 분석을 제공해 주지만, 각 단어 간 관계, 단어의 역할이나 위치 등을 분석하는 데는 한계가 있다. 이러한 내용분석의 한계점을 보완해 주는 것이 사회 네트워크 분석 방법이다. 사회 네트워크 분석은 네트워크에 참여하는 노드(Node)와 링크(Link)를 기반으로 네트워크 수준과 노드 수준에서 계량적으로 분석하는 방법이다. 따라서 본 연구는 내용분석의 정성적 방법과 사회네트워크분석의 정량적 방법을 결합한 혼합연구방법을 제시한다. 본 연구는 온라인 성경 66권의 내용분석을 통한 각 권별 핵심어 도출 방법을 제시하고 성경 66권의 핵심어 동시출현에 의한 성경 66권의 네트워크와 핵심어 네트워크를 분석하는데 목적을 두고 있다. 또한 온라인 커뮤니티를 연구하는 질적 방법론인 넷노그래피를 적용하여 내용분석과 핵심어 네트워크 분석을 결합한 혼합연구방법을 제시하였다. 내용분석을 통해 신약과 구약 성경 66권이 여호와, 예수, 그리스도 핵심어를 중심으로 기술되어 있음을 알 수 있었고, 사회네트워크분석은 여호와, 예수, 그리스도 핵심어를 중심으로 연결되어 있음을 보여주고 있다."
